Order_ID,Order_Date,Dispatch_Date,Estimated_Delivery,Actual_Delivery,Delivery_Status,Region,City,Parent_Company,Category,Brand,Product,Number_of_Boxes,Total_Weight_KG,Order_Value_SAR,Delivery_Carrier,Payment_Method,Customer_Type,Days_Late,On_Time,City_Latitude,City_Longitude,Region_Latitude,Region_Longitude,Carrier Latitude,Carrier Longitude,Carrier_Latitude_old,Carrier_Longitude_old
ORD1438,27/08/2023,28/08/2023,01/09/2023,01/09/2023,Delivered,Madinah,Madinah,Almarai,Juices,Almarai,Almarai Mango 1.5L,8,27.44,1582.06,Naqel,Cash on Delivery,School,0,True,24.5247,39.5692,24.5247,39.5692,24.5222,39.5665,24.6531,46.7141
ORD1439,06/11/2023,08/11/2023,11/11/2023,11/11/2023,Delivered,Makkah,Jeddah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,15,65.56,1052.72,Naqel,Bank Transfer,Hospital,0,True,21.4858,39.1925,21.3891,39.8579,21.3905,39.8555,24.6531,46.7141
ORD1440,20/01/2024,20/01/2024,21/01/2024,21/01/2024,Delivered,Asir,Khamis Mushait,Nestlé,Dairy,Nido,Nido 900g,4,9.23,552.14,DHL,Cash on Delivery,Hospital,0,True,18.3064,42.7296,18.2164,42.5053,18.217,42.507,24.7292,46.6443
ORD1441,05/05/2024,06/05/2024,08/05/2024,08/05/2024,Delivered,Tabuk,Tabuk,Unilever,Personal Care,Lux,Lux Body Wash,5,9.33,682.91,Fetchr,Credit Card,Supermarket,0,True,28.3838,36.555,28.3838,36.555,28.3702,36.547,24.7961,46.6753
ORD1442,19/07/2023,21/07/2023,22/07/2023,22/07/2023,Delivered,Najran,Hubuna,Unilever,Personal Care,Dove,Dove Soap 90g,7,28.57,871.05,Aramex,Corporate Account,Supermarket,0,True,17.3,44.1167,17.565,44.2289,26.4207,50.0888,24.7838,46.6312
ORD1443,02/05/2023,02/05/2023,05/05/2023,05/05/2023,Delivered,Asir,Khamis Mushait,PepsiCo,Beverages,7Up,7Up 1L Bottle,2,5.07,328.98,Saudi Post,Credit Card,School,0,True,18.3064,42.7296,18.2164,42.5053,20.0394,42.2969,24.774265,46.738586
ORD1444,25/07/2024,27/07/2024,28/07/2024,28/07/2024,Delivered,Hail,Al Shinan,Unilever,Food,Knorr,Knorr Chicken Cubes,5,17.27,905.06,Saudi Post,Credit Card,Hospital,0,True,27.1667,42.0333,27.5114,41.7208,27.5155,41.723,24.774265,46.738586
ORD1445,14/11/2024,16/11/2024,18/11/2024,18/11/2024,Delivered,Al Bahah,Baljurashi,Almarai,Juices,Almarai,Almarai Mango 1.5L,1,4.93,185.19,Saudi Post,Credit Card,Hospital,0,True,19.8812,41.5581,20.0129,41.4677,20.0172,41.4718,24.774265,46.738586
ORD1446,24/02/2025,24/02/2025,27/02/2025,27/02/2025,Delivered,Makkah,Makkah,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,14,59,1860.8,Naqel,Bank Transfer,School,0,True,21.3891,39.8579,21.3891,39.8579,21.3905,39.8555,24.6531,46.7141
ORD1447,18/08/2024,19/08/2024,20/08/2024,20/08/2024,Delivered,Asir,Abha,Nestlé,Confectionery,Quality,Quality Street Tin,9,27.08,1744.64,Naqel,Bank Transfer,School,0,True,18.2164,42.5053,18.2164,42.5053,18.2205,42.506,24.6531,46.7141
ORD1448,06/12/2023,06/12/2023,07/12/2023,07/12/2023,Delivered,Makkah,Taif,Unilever,Personal Care,Lux,Lux Body Wash,11,30.82,1456.59,DHL,Credit Card,Supermarket,0,True,21.4373,40.5127,21.3891,39.8579,21.3912,39.8601,24.7292,46.6443
ORD1449,14/10/2023,15/10/2023,18/10/2023,18/10/2023,Delivered,Northern Borders,Al Uwayqilah,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,8,26.42,800.14,Aramex,Cash on Delivery,Supermarket,0,True,29.7481,41.2831,30.9753,41.0381,30,41,24.7838,46.6312
ORD1450,19/03/2024,19/03/2024,23/03/2024,23/03/2024,Delivered,Eastern Province,Dhahran,Unilever,Personal Care,Lux,Lux Body Wash,5,23.1,621.09,Aramex,Credit Card,School,0,True,26.3032,50.1353,26.4207,50.0888,17.4917,44.1324,24.7838,46.6312
ORD1451,16/10/2023,18/10/2023,20/10/2023,20/10/2023,Delivered,Asir,Najran,Almarai,Dairy,Almarai,Almarai Milk 1L,13,58.98,2263.35,Naqel,Bank Transfer,Retail,0,True,17.565,44.2289,18.2164,42.5053,18.2205,42.506,24.6531,46.7141
ORD1452,16/12/2024,18/12/2024,21/12/2024,21/12/2024,Delivered,Tabuk,Al Wajh,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,14,55.54,1246.27,Fetchr,Cash on Delivery,Hospital,0,True,26.2442,36.452,28.3838,36.555,28.3702,36.547,24.7961,46.6753
ORD1453,26/04/2024,27/04/2024,28/04/2024,04/05/2024,Cancelled,Al Bahah,Baljurashi,Nestlé,Dairy,Nido,Nido 900g,14,53.57,2662.69,Saudi Post,Credit Card,School,6,False,19.8812,41.5581,20.0129,41.4677,20.0172,41.4718,24.774265,46.738586
ORD1454,06/01/2025,08/01/2025,11/01/2025,11/01/2025,Delivered,Al Bahah,Al Aqiq,Almarai,Dairy,Lusine,Lusine Cheese 200g,19,29.65,2158.8,Naqel,Cash on Delivery,Hospital,0,True,19.9843,41.6525,20.0129,41.4677,20.014,41.467,24.6531,46.7141
ORD1455,17/01/2025,19/01/2025,21/01/2025,21/01/2025,Delivered,Northern Borders,Rafha,Nestlé,Beverages,Milo,Milo 400g,11,18.58,897.5,Fetchr,Cash on Delivery,School,0,True,29.6204,43.4933,30.9753,41.0381,30.001,41.002,24.7961,46.6753
ORD1456,07/01/2025,08/01/2025,11/01/2025,11/01/2025,Delivered,Makkah,Al Lith,Procter & Gamble,Personal Care,Gillette,Gillette Razor,14,53.3,1934.36,Aramex,Corporate Account,School,0,True,20.131,40.2665,21.3891,39.8579,21.3891,39.8579,24.7838,46.6312
ORD1457,18/10/2023,19/10/2023,22/10/2023,22/10/2023,Delivered,Tabuk,Duba,Almarai,Juices,Almarai,Almarai Apple 1.5L,11,19.38,908.55,Aramex,Cash on Delivery,Restaurant,0,True,27.351,35.6852,28.3838,36.555,28.3838,36.555,24.7838,46.6312
ORD1458,26/01/2025,28/01/2025,01/02/2025,01/02/2025,Delivered,Northern Borders,Rafha,PepsiCo,Beverages,7Up,7Up 1L Bottle,5,7.76,337.2,Saudi Post,Corporate Account,Hospital,0,True,29.6204,43.4933,30.9753,41.0381,30.004,41.001,24.774265,46.738586
ORD1459,15/01/2024,16/01/2024,17/01/2024,17/01/2024,Delivered,Tabuk,Duba,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,7,26.84,1315.78,Aramex,Bank Transfer,Hospital,0,True,27.351,35.6852,28.3838,36.555,28.3838,36.555,24.7838,46.6312
ORD1460,18/01/2024,19/01/2024,22/01/2024,22/01/2024,Delivered,Qassim,Al Mithnab,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,1,2.38,163.64,DHL,Cash on Delivery,Hospital,0,True,25.8603,44.2221,26.3259,43.974,26.3265,43.9735,24.7292,46.6443
ORD1461,09/02/2024,10/02/2024,14/02/2024,20/02/2024,Delayed,Al Bahah,Al Bahah,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,4,15.27,473.93,Aramex,Cash on Delivery,Retail,6,False,20.0129,41.4677,20.0129,41.4677,20.0129,41.4677,24.7838,46.6312
ORD1462,12/10/2024,12/10/2024,13/10/2024,13/10/2024,Delivered,Asir,Abha,Unilever,Personal Care,Lux,Lux Body Wash,9,17.82,1365.4,Naqel,Bank Transfer,Supermarket,0,True,18.2164,42.5053,18.2164,42.5053,18.2205,42.506,24.6531,46.7141
ORD1463,15/04/2023,15/04/2023,18/04/2023,18/04/2023,Delivered,Riyadh,Diriyah,Nestlé,Confectionery,KitKat,KitKat 4-finger,9,42.89,1779.7,DHL,Bank Transfer,Supermarket,0,True,24.737,46.575,24.7136,46.6753,24.7599,46.6739,24.7292,46.6443
ORD1464,20/04/2024,21/04/2024,25/04/2024,29/04/2024,Delayed,Makkah,Taif,PepsiCo,Snacks,Lays,Lays Classic 40g,10,33.15,1376.81,Naqel,Credit Card,School,4,False,21.4373,40.5127,21.3891,39.8579,21.3905,39.8555,24.6531,46.7141
ORD1465,25/06/2024,26/06/2024,29/06/2024,29/06/2024,Delivered,Eastern Province,Dammam,Unilever,Food,Knorr,Knorr Chicken Cubes,17,34.04,1893.58,Aramex,Cash on Delivery,Restaurant,0,True,26.4207,50.0888,26.4207,50.0888,17.4917,44.1324,24.7838,46.6312
ORD1466,15/04/2023,16/04/2023,20/04/2023,20/04/2023,Delivered,Eastern Province,Dhahran,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,11,26.05,974.74,Aramex,Cash on Delivery,Supermarket,0,True,26.3032,50.1353,26.4207,50.0888,17.4917,44.1324,24.7838,46.6312
ORD1467,06/03/2023,07/03/2023,08/03/2023,08/03/2023,Delivered,Jazan,Al Dayer,PepsiCo,Beverages,7Up,7Up 1L Bottle,7,29.27,697.14,Saudi Post,Bank Transfer,Restaurant,0,True,17.3113,43.1267,16.8892,42.5703,17.3411,42.5911,24.774265,46.738586
ORD1468,23/02/2023,25/02/2023,26/02/2023,26/02/2023,Delivered,Eastern Province,Hafr Al Batin,Nestlé,Beverages,Milo,Milo 400g,18,48.62,1554.43,DHL,Cash on Delivery,School,0,True,28.4384,45.96,26.4207,50.0888,17.498,44.1277,24.7292,46.6443
ORD1469,19/08/2023,20/08/2023,21/08/2023,24/08/2023,Cancelled,Al Bahah,Al Bahah,Almarai,Juices,Almarai,Almarai Mango 1.5L,19,89.58,2818.95,Saudi Post,Corporate Account,Retail,3,False,20.0129,41.4677,20.0129,41.4677,20.0172,41.4718,24.774265,46.738586
ORD1470,24/12/2024,26/12/2024,29/12/2024,29/12/2024,Delivered,Makkah,Taif,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,5,8.3,673.34,DHL,Corporate Account,Retail,0,True,21.4373,40.5127,21.3891,39.8579,21.3912,39.8601,24.7292,46.6443
ORD1471,15/06/2024,15/06/2024,19/06/2024,19/06/2024,Delivered,Tabuk,Umluj,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,19,86.84,2101.79,DHL,Credit Card,Retail,0,True,25.0213,37.2685,28.3838,36.555,28.3845,36.5562,24.7292,46.6443
ORD1472,28/05/2024,29/05/2024,02/06/2024,02/06/2024,Delivered,Tabuk,Duba,PepsiCo,Beverages,7Up,7Up 1L Bottle,19,35.43,2489.51,Aramex,Bank Transfer,Hospital,0,True,27.351,35.6852,28.3838,36.555,28.3838,36.555,24.7838,46.6312
ORD1473,17/10/2023,18/10/2023,22/10/2023,22/10/2023,Delivered,Northern Borders,Al Uwayqilah,Unilever,Food,Lipton,Lipton Yellow Label 100g,12,47.94,887.92,Aramex,Credit Card,Supermarket,0,True,29.7481,41.2831,30.9753,41.0381,30,41,24.7838,46.6312
ORD1474,27/01/2024,27/01/2024,31/01/2024,31/01/2024,Delivered,Asir,Abha,Almarai,Dairy,Lusine,Lusine Cheese 200g,11,37.18,981.76,DHL,Credit Card,Restaurant,0,True,18.2164,42.5053,18.2164,42.5053,18.217,42.507,24.7292,46.6443
ORD1475,29/01/2025,30/01/2025,01/02/2025,01/02/2025,Delivered,Al Bahah,Baljurashi,PepsiCo,Beverages,7Up,7Up 1L Bottle,18,30.69,2571.53,Fetchr,Corporate Account,School,0,True,19.8812,41.5581,20.0129,41.4677,20.015,41.4685,24.7961,46.6753
ORD1476,12/01/2025,14/01/2025,17/01/2025,17/01/2025,Delivered,Najran,Hubuna,Unilever,Personal Care,Dove,Dove Soap 90g,13,33.2,1660,Fetchr,Credit Card,Supermarket,0,True,17.3,44.1167,17.565,44.2289,26.392,50.086,24.7961,46.6753
ORD1477,19/08/2023,21/08/2023,23/08/2023,23/08/2023,Delivered,Eastern Province,Dammam,Unilever,Personal Care,Lux,Lux Body Wash,20,81.18,1437.87,Saudi Post,Credit Card,School,0,True,26.4207,50.0888,26.4207,50.0888,17.4933,44.12,24.774265,46.738586
ORD1478,12/10/2023,13/10/2023,14/10/2023,14/10/2023,Delivered,Asir,Abha,Almarai,Juices,Almarai,Almarai Apple 1.5L,9,35.7,1290.76,Saudi Post,Corporate Account,Retail,0,True,18.2164,42.5053,18.2164,42.5053,20.0394,42.2969,24.774265,46.738586
ORD1479,27/04/2025,29/04/2025,30/04/2025,30/04/2025,Delivered,Hail,Sumaira,Almarai,Dairy,Almarai,Almarai Milk 1L,17,69.12,3032.14,DHL,Cash on Delivery,Hospital,0,True,26.5,42.85,27.5114,41.7208,27.5125,41.7212,24.7292,46.6443
ORD1480,04/02/2024,05/02/2024,08/02/2024,08/02/2024,Delivered,Hail,Hail,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,17,43.28,2215.19,Saudi Post,Cash on Delivery,Hospital,0,True,27.5114,41.7208,27.5114,41.7208,27.5155,41.723,24.774265,46.738586
ORD1481,18/02/2024,20/02/2024,21/02/2024,21/02/2024,Delivered,Qassim,Al Bukayriyah,Nestlé,Beverages,Milo,Milo 400g,7,15.8,520.63,Fetchr,Credit Card,Restaurant,0,True,26.1444,43.6578,26.3259,43.974,26.327,43.972,24.7961,46.6753
ORD1482,22/06/2024,24/06/2024,25/06/2024,25/06/2024,Delivered,Northern Borders,Al Uwayqilah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,12,54.55,2112.33,Saudi Post,Cash on Delivery,Restaurant,0,True,29.7481,41.2831,30.9753,41.0381,30.004,41.001,24.774265,46.738586
ORD1483,30/12/2024,30/12/2024,31/12/2024,31/12/2024,Delivered,Al Bahah,Al Mandaq,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,17,35.18,1451.38,Naqel,Credit Card,Retail,0,True,20.1233,41.2806,20.0129,41.4677,20.014,41.467,24.6531,46.7141
ORD1484,05/05/2023,07/05/2023,08/05/2023,08/05/2023,Delivered,Jazan,Sabya,PepsiCo,Snacks,Lays,Lays Classic 40g,6,29.3,725.47,DHL,Credit Card,Retail,0,True,17.15,42.6167,16.8892,42.5703,16.8905,42.5715,24.7292,46.6443
ORD1485,16/10/2023,18/10/2023,22/10/2023,22/10/2023,Delivered,Riyadh,Diriyah,Unilever,Personal Care,Lux,Lux Body Wash,3,9.83,261.91,Naqel,Cash on Delivery,Restaurant,0,True,24.737,46.575,24.7136,46.6753,24.63,46.84,24.6531,46.7141
ORD1486,18/11/2024,18/11/2024,21/11/2024,24/11/2024,Partially Delivered,Northern Borders,Rafha,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,16,67.44,2708.95,Fetchr,Cash on Delivery,Hospital,3,False,29.6204,43.4933,30.9753,41.0381,30.001,41.002,24.7961,46.6753
ORD1487,05/01/2024,07/01/2024,10/01/2024,10/01/2024,Delivered,Northern Borders,Arar,PepsiCo,Snacks,Lays,Lays Classic 40g,3,9.22,543.98,Fetchr,Credit Card,Hospital,0,True,30.9753,41.0381,30.9753,41.0381,30.001,41.002,24.7961,46.6753
ORD1488,13/09/2023,13/09/2023,14/09/2023,14/09/2023,Delivered,Eastern Province,Khobar,Almarai,Dairy,Almarai,Almarai Milk 1L,13,46.83,1011.81,Saudi Post,Bank Transfer,Hospital,0,True,26.2794,50.2083,26.4207,50.0888,17.4933,44.12,24.774265,46.738586
ORD1489,15/03/2025,16/03/2025,17/03/2025,17/03/2025,Delivered,Asir,Sarat Abidah,Unilever,Personal Care,Dove,Dove Soap 90g,6,26.9,1080.58,Aramex,Bank Transfer,School,0,True,18.0677,43.1499,18.2164,42.5053,18.218,42.505,24.7838,46.6312
ORD1490,11/03/2025,12/03/2025,16/03/2025,16/03/2025,Delivered,Riyadh,Dhurma,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,10,28.48,1082.71,Aramex,Credit Card,Hospital,0,True,24.4667,46.1167,24.7136,46.6753,24.7418,46.65,24.7838,46.6312
ORD1491,27/11/2024,28/11/2024,30/11/2024,30/11/2024,Delivered,Eastern Province,Dhahran,Almarai,Juices,Almarai,Almarai Mango 1.5L,4,17.7,740.19,Saudi Post,Corporate Account,School,0,True,26.3032,50.1353,26.4207,50.0888,17.4933,44.12,24.774265,46.738586
ORD1492,13/04/2024,13/04/2024,17/04/2024,22/04/2024,Delayed,Eastern Province,Dammam,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,15,74.2,2546.26,Saudi Post,Corporate Account,Hospital,5,False,26.4207,50.0888,26.4207,50.0888,17.4933,44.12,24.774265,46.738586
ORD1493,13/01/2025,14/01/2025,15/01/2025,15/01/2025,Delivered,Northern Borders,Al Uwayqilah,Almarai,Juices,Almarai,Almarai Apple 1.5L,4,17.46,678.98,Naqel,Cash on Delivery,School,0,True,29.7481,41.2831,30.9753,41.0381,30.003,41.0005,24.6531,46.7141
ORD1494,12/07/2024,13/07/2024,14/07/2024,14/07/2024,Delivered,Northern Borders,Arar,Almarai,Juices,Almarai,Almarai Mango 1.5L,20,87.91,2119.21,Saudi Post,Corporate Account,Retail,0,True,30.9753,41.0381,30.9753,41.0381,30.004,41.001,24.774265,46.738586
ORD1495,15/06/2023,17/06/2023,18/06/2023,18/06/2023,Delivered,Jazan,Jazan,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,16,34.12,888.29,DHL,Corporate Account,Hospital,0,True,16.8892,42.5703,16.8892,42.5703,16.8905,42.5715,24.7292,46.6443
ORD1496,20/06/2024,20/06/2024,24/06/2024,24/06/2024,Delivered,Qassim,Ar Rass,Procter & Gamble,Personal Care,Gillette,Gillette Razor,6,24.39,534.89,Saudi Post,Corporate Account,Restaurant,0,True,25.8694,43.4973,26.3259,43.974,26.329,43.9715,24.774265,46.738586
ORD1497,23/08/2024,25/08/2024,28/08/2024,28/08/2024,Delivered,Makkah,Makkah,PepsiCo,Snacks,Lays,Lays Classic 40g,1,3.39,170.14,Saudi Post,Cash on Delivery,Hospital,0,True,21.3891,39.8579,21.3891,39.8579,21.392,39.858,24.774265,46.738586
ORD1498,11/10/2023,13/10/2023,17/10/2023,17/10/2023,Delivered,Madinah,Madinah,PepsiCo,Snacks,Lays,Lays Classic 40g,12,36.52,2004.47,Aramex,Corporate Account,Supermarket,0,True,24.5247,39.5692,24.5247,39.5692,24.5247,39.5692,24.7838,46.6312
ORD1499,20/11/2023,22/11/2023,26/11/2023,26/11/2023,Delivered,Hail,Hail,PepsiCo,Snacks,Lays,Lays Classic 40g,6,28.01,550.58,Saudi Post,Bank Transfer,Restaurant,0,True,27.5114,41.7208,27.5114,41.7208,27.5155,41.723,24.774265,46.738586
ORD1500,28/03/2023,29/03/2023,30/03/2023,01/04/2023,Partially Delivered,Makkah,Makkah,Unilever,Personal Care,Lux,Lux Body Wash,6,27.42,1121.63,Aramex,Cash on Delivery,Restaurant,2,False,21.3891,39.8579,21.3891,39.8579,21.3891,39.8579,24.7838,46.6312
ORD1501,23/01/2023,23/01/2023,26/01/2023,26/01/2023,Delivered,Tabuk,Haql,Nestlé,Confectionery,Quality,Quality Street Tin,12,22.78,1760.03,Naqel,Corporate Account,Hospital,0,True,29.1531,34.9431,28.3838,36.555,28.3655,36.5432,24.6531,46.7141
ORD1502,13/07/2024,13/07/2024,16/07/2024,16/07/2024,Delivered,Qassim,Ar Rass,Unilever,Personal Care,Dove,Dove Soap 90g,20,41.51,2279.28,Fetchr,Bank Transfer,School,0,True,25.8694,43.4973,26.3259,43.974,26.327,43.972,24.7961,46.6753
ORD1503,17/04/2023,17/04/2023,20/04/2023,20/04/2023,Delivered,Hail,Al Ghazalah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,14,58.01,711.86,DHL,Corporate Account,Restaurant,0,True,26.5478,41.4015,27.5114,41.7208,27.5125,41.7212,24.7292,46.6443
ORD1504,09/12/2024,11/12/2024,14/12/2024,14/12/2024,Delivered,Hail,Sumaira,Unilever,Personal Care,Dove,Dove Soap 90g,6,28.01,904.64,Aramex,Cash on Delivery,Retail,0,True,26.5,42.85,27.5114,41.7208,27.5114,41.7208,24.7838,46.6312
ORD1505,28/11/2023,29/11/2023,30/11/2023,30/11/2023,Delivered,Hail,Sumaira,Almarai,Dairy,Lusine,Lusine Cheese 200g,17,71.85,2358.87,Naqel,Credit Card,Restaurant,0,True,26.5,42.85,27.5114,41.7208,27.5145,41.7222,24.6531,46.7141
ORD1506,24/11/2023,25/11/2023,26/11/2023,26/11/2023,Delivered,Madinah,Yanbu,Almarai,Dairy,Almarai,Almarai Milk 1L,12,30.25,1858.52,Aramex,Credit Card,Restaurant,0,True,24.0899,38.0637,24.5247,39.5692,24.5247,39.5692,24.7838,46.6312
ORD1507,05/09/2024,05/09/2024,06/09/2024,06/09/2024,Delivered,Asir,Najran,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,20,72.27,2766.09,DHL,Bank Transfer,Retail,0,True,17.565,44.2289,18.2164,42.5053,18.217,42.507,24.7292,46.6443
ORD1508,01/04/2025,03/04/2025,07/04/2025,07/04/2025,Delivered,Riyadh,Al Majmaah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,10,27.03,646.85,Aramex,Cash on Delivery,School,0,True,25.9121,45.3488,24.7136,46.6753,24.7418,46.65,24.7838,46.6312
ORD1509,22/06/2023,22/06/2023,25/06/2023,25/06/2023,Delivered,Hail,Hail,Unilever,Personal Care,Lux,Lux Body Wash,14,39.81,1035.87,Naqel,Cash on Delivery,Restaurant,0,True,27.5114,41.7208,27.5114,41.7208,27.5145,41.7222,24.6531,46.7141
ORD1510,23/12/2023,25/12/2023,29/12/2023,29/12/2023,Delivered,Riyadh,Al Majmaah,Almarai,Juices,Almarai,Almarai Apple 1.5L,17,30.22,3284.1,Fetchr,Credit Card,Hospital,0,True,25.9121,45.3488,24.7136,46.6753,24.72,46.765,24.7961,46.6753
ORD1511,25/04/2024,25/04/2024,28/04/2024,04/05/2024,Cancelled,Makkah,Al Qunfudhah,Nestlé,Dairy,Nido,Nido 900g,12,22.94,1009.58,Fetchr,Corporate Account,School,6,False,19.1254,41.078,21.3891,39.8579,21.3882,39.8595,24.7961,46.6753
ORD1512,07/12/2023,07/12/2023,11/12/2023,11/12/2023,Delivered,Al Bahah,Al Mandaq,Almarai,Dairy,Almarai,Almarai Milk 1L,13,54.88,1092.53,DHL,Corporate Account,Restaurant,0,True,20.1233,41.2806,20.0129,41.4677,20.0135,41.469,24.7292,46.6443
ORD1513,01/06/2023,03/06/2023,04/06/2023,04/06/2023,Delivered,Madinah,Yanbu,Almarai,Dairy,Lusine,Lusine Cheese 200g,5,9.44,346.15,Saudi Post,Credit Card,Hospital,0,True,24.0899,38.0637,24.5247,39.5692,24.526,39.5702,24.774265,46.738586
ORD1514,21/01/2025,21/01/2025,23/01/2025,23/01/2025,Delivered,Tabuk,Tabuk,Unilever,Food,Knorr,Knorr Chicken Cubes,12,34.3,1707.5,Aramex,Bank Transfer,School,0,True,28.3838,36.555,28.3838,36.555,28.3838,36.555,24.7838,46.6312
ORD1515,16/05/2023,16/05/2023,20/05/2023,20/05/2023,Delivered,Makkah,Taif,Unilever,Personal Care,Lux,Lux Body Wash,8,33.85,1592.14,DHL,Cash on Delivery,Hospital,0,True,21.4373,40.5127,21.3891,39.8579,21.3912,39.8601,24.7292,46.6443
ORD1516,30/01/2024,01/02/2024,05/02/2024,12/02/2024,Delayed,Hail,Baqa,Nestlé,Confectionery,Quality,Quality Street Tin,16,44.46,3158.66,Aramex,Corporate Account,Restaurant,7,False,26.3256,43.4885,27.5114,41.7208,27.5114,41.7208,24.7838,46.6312
ORD1517,15/03/2024,17/03/2024,18/03/2024,18/03/2024,Delivered,Northern Borders,Rafha,Unilever,Food,Lipton,Lipton Yellow Label 100g,1,3.2,123.94,Fetchr,Cash on Delivery,Restaurant,0,True,29.6204,43.4933,30.9753,41.0381,30.001,41.002,24.7961,46.6753
ORD1518,05/05/2023,05/05/2023,07/05/2023,07/05/2023,Delivered,Hail,Sumaira,Unilever,Personal Care,Lux,Lux Body Wash,1,2.4,140.57,Saudi Post,Corporate Account,Hospital,0,True,26.5,42.85,27.5114,41.7208,27.5155,41.723,24.774265,46.738586
ORD1519,08/04/2024,10/04/2024,12/04/2024,12/04/2024,Delivered,Tabuk,Haql,Nestlé,Confectionery,Quality,Quality Street Tin,16,54.04,1574.06,Saudi Post,Cash on Delivery,School,0,True,29.1531,34.9431,28.3838,36.555,28.388,36.561,24.774265,46.738586
ORD1520,28/10/2023,28/10/2023,29/10/2023,29/10/2023,Delivered,Makkah,Jeddah,Almarai,Dairy,Almarai,Almarai Milk 1L,11,29.86,1313.84,Naqel,Corporate Account,Hospital,0,True,21.4858,39.1925,21.3891,39.8579,21.3905,39.8555,24.6531,46.7141
ORD1521,13/07/2024,13/07/2024,17/07/2024,17/07/2024,Delivered,Tabuk,Haql,Almarai,Juices,Almarai,Almarai Apple 1.5L,10,17.92,1286.34,Fetchr,Cash on Delivery,Restaurant,0,True,29.1531,34.9431,28.3838,36.555,28.3702,36.547,24.7961,46.6753
ORD1522,23/09/2024,24/09/2024,25/09/2024,25/09/2024,Delivered,Najran,Sharurah,Almarai,Juices,Almarai,Almarai Mango 1.5L,20,49.13,3460.51,Aramex,Cash on Delivery,Supermarket,0,True,17.4753,47.1216,17.565,44.2289,26.4207,50.0888,24.7838,46.6312
ORD1523,29/05/2023,29/05/2023,01/06/2023,01/06/2023,Delivered,Jazan,Al Dayer,PepsiCo,Snacks,Lays,Lays Classic 40g,12,47.49,945.57,Fetchr,Credit Card,Supermarket,0,True,17.3113,43.1267,16.8892,42.5703,16.8882,42.569,24.7961,46.6753
ORD1524,12/08/2023,12/08/2023,15/08/2023,15/08/2023,Delivered,Asir,Bisha,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,14,30,2198.54,Saudi Post,Cash on Delivery,Supermarket,0,True,19.9874,42.5891,18.2164,42.5053,20.0394,42.2969,24.774265,46.738586
ORD1525,13/07/2023,13/07/2023,15/07/2023,15/07/2023,Delivered,Al Bahah,Al Mandaq,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,7,24.97,1103.27,Saudi Post,Corporate Account,Restaurant,0,True,20.1233,41.2806,20.0129,41.4677,20.0172,41.4718,24.774265,46.738586
ORD1526,26/08/2024,26/08/2024,27/08/2024,31/08/2024,Cancelled,Makkah,Al Qunfudhah,Unilever,Food,Knorr,Knorr Chicken Cubes,1,2.53,137.84,Naqel,Bank Transfer,Restaurant,4,False,19.1254,41.078,21.3891,39.8579,21.3905,39.8555,24.6531,46.7141
ORD1527,29/01/2025,30/01/2025,31/01/2025,31/01/2025,Delivered,Al Bahah,Al Mandaq,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,2,6.43,238.7,DHL,Cash on Delivery,School,0,True,20.1233,41.2806,20.0129,41.4677,20.0135,41.469,24.7292,46.6443
ORD1528,01/07/2023,03/07/2023,05/07/2023,08/07/2023,Partially Delivered,Makkah,Makkah,Nestlé,Confectionery,KitKat,KitKat 4-finger,8,27.9,1585.26,DHL,Bank Transfer,Retail,3,False,21.3891,39.8579,21.3891,39.8579,21.3912,39.8601,24.7292,46.6443
ORD1529,26/09/2024,26/09/2024,27/09/2024,27/09/2024,Delivered,Eastern Province,Hafr Al Batin,Almarai,Dairy,Almarai,Almarai Milk 1L,8,25.65,473.53,Saudi Post,Corporate Account,Restaurant,0,True,28.4384,45.96,26.4207,50.0888,17.4933,44.12,24.774265,46.738586
