Audit_ID,Audit_Date,Region,City,Parent_Company,Category,Brand,Product,Shelf_Location,System_Stock,Physical_Stock,Expiry_Date,Quality_Status,Planogram_Compliance,Price_Accuracy,Promo_Execution,Variance_Pct
AUD132918,2024-07-29,Northern Borders,Al Wasita,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A6-S3,154,17,2025-03-14,OK,Yes,Correct,Minor Issues,-88.96
AUD651798,2022-01-13,Najran,Sharurah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A1-S2,132,24,2022-06-21,OK,Yes,Correct,Perfect,-81.82
AUD571090,2024-06-13,Makkah,Al Lith,Nestlé,Confectionery,Quality,Quality Street Tin,A3-S2,52,156,2025-03-02,OK,Yes,Correct,Perfect,200.0
AUD792359,2024-06-16,Al Bahah,Al Makhwah,Unilever,Food,Lipton,Lipton Yellow Label 100g,A2-S4,56,107,2024-10-21,OK,Partial,Correct,Perfect,91.07
AUD408010,2020-06-18,Najran,Thar,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A4-S4,53,157,2020-08-04,OK,Yes,Correct,Minor Issues,196.23
AUD825484,2024-09-14,Tabuk,Tayma,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A4-S1,64,25,2025-09-02,OK,Yes,Incorrect,Minor Issues,-60.94
AUD659022,2021-01-30,Najran,Thar,PepsiCo,Beverages,7Up,7Up 1L Bottle,A2-S2,77,200,2021-12-20,OK,No,Correct,Perfect,159.74
AUD195403,2022-04-17,Riyadh,Al Majmaah,PepsiCo,Beverages,7Up,7Up 1L Bottle,A1-S3,97,128,2023-04-11,Damaged,Yes,Correct,Perfect,31.96
AUD479283,2021-10-01,Eastern Province,Ras Tanura,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A5-S2,57,122,2022-01-04,Damaged,Yes,Correct,Minor Issues,114.04
AUD953208,2022-02-18,Northern Borders,Al Wasita,Nestlé,Beverages,Milo,Milo 400g,A4-S1,128,155,2022-04-07,Near Expiry,No,Incorrect,Perfect,21.09
AUD598527,2021-10-31,Makkah,Al Jumum,Almarai,Dairy,Almarai,Almarai Milk 1L,A2-S1,48,113,2022-07-29,OK,Yes,Correct,Perfect,135.42
AUD473301,2021-10-15,Al Bahah,Al Mandaq,Unilever,Personal Care,Dove,Dove Soap 90g,A2-S2,56,17,2021-11-19,OK,Yes,Correct,Perfect,-69.64
AUD234442,2024-08-23,Riyadh,Al Kharj,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A4-S2,182,90,2024-11-14,Damaged,Yes,Correct,Perfect,-50.55
AUD919708,2022-07-10,Najran,Najran,Unilever,Personal Care,Lux,Lux Body Wash,A6-S4,79,140,2022-09-23,Damaged,Yes,Correct,Perfect,77.22
AUD992744,2021-08-16,Al Bahah,Al Makhwah,Almarai,Juices,Almarai,Almarai Apple 1.5L,A6-S3,93,100,2021-10-23,OK,Yes,Correct,Perfect,7.53
AUD980176,2024-12-29,Madinah,Al Ula,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A3-S2,125,209,2025-05-08,OK,Yes,Correct,Perfect,67.2
AUD181382,2020-09-26,Northern Borders,Al Uwayqilah,Unilever,Food,Lipton,Lipton Yellow Label 100g,A6-S2,132,97,2021-01-02,OK,Yes,Correct,Perfect,-26.52
AUD141752,2024-02-07,Riyadh,Riyadh,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A3-S4,87,43,2024-03-17,OK,Yes,Correct,Minor Issues,-50.57
AUD222949,2020-03-14,Tabuk,Tayma,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A5-S2,95,21,2021-01-01,OK,Yes,Correct,Perfect,-77.89
AUD830126,2022-10-19,Najran,Yadamah,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A6-S2,105,115,2023-07-09,OK,Yes,Correct,Minor Issues,9.52
AUD227302,2024-05-22,Tabuk,Duba,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A5-S2,74,46,2024-09-26,OK,Yes,Correct,Perfect,-37.84
AUD949671,2025-01-16,Jazan,Samtah,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A3-S1,33,117,2025-02-18,OK,Yes,Correct,Perfect,254.55
AUD496950,2021-12-23,Madinah,Al Ula,Almarai,Juices,Almarai,Almarai Mango 1.5L,A5-S3,160,50,2022-11-10,OK,Partial,Correct,Minor Issues,-68.75
AUD748763,2023-05-01,Riyadh,Dhurma,Unilever,Personal Care,Lux,Lux Body Wash,A1-S5,103,49,2023-11-26,Damaged,Yes,Correct,Minor Issues,-52.43
AUD389597,2020-08-18,Eastern Province,Qatif,Almarai,Dairy,Lusine,Lusine Cheese 200g,A4-S1,84,167,2020-10-30,OK,Yes,Correct,Perfect,98.81
AUD474178,2020-09-26,Jazan,Al Aradah,Unilever,Food,Knorr,Knorr Chicken Cubes,A6-S1,59,178,2020-12-08,Damaged,Yes,Correct,Perfect,201.69
AUD550510,2021-03-17,Asir,Tanomah,PepsiCo,Snacks,Lays,Lays Classic 40g,A3-S1,178,178,2021-05-02,OK,Yes,Correct,Perfect,0.0
AUD449790,2023-08-02,Najran,Sharurah,Unilever,Personal Care,Lux,Lux Body Wash,A1-S4,155,146,2024-01-28,OK,Yes,Correct,Perfect,-5.81
AUD788192,2021-09-25,Hail,Baqa,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A6-S4,34,189,2022-03-31,OK,Partial,Correct,Minor Issues,455.88
AUD691817,2024-10-14,Northern Borders,Turaif,Almarai,Dairy,Lusine,Lusine Cheese 200g,A5-S5,108,23,2025-09-06,OK,Yes,Correct,Minor Issues,-78.7
AUD517464,2020-06-19,Riyadh,Diriyah,Unilever,Personal Care,Lux,Lux Body Wash,A2-S3,126,46,2020-08-08,OK,Yes,Correct,Minor Issues,-63.49
AUD737427,2022-09-26,Jazan,Al Dayer,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A4-S2,137,33,2023-07-30,Damaged,No,Correct,Perfect,-75.91
AUD670235,2020-09-18,Makkah,Al Khurmah,Almarai,Dairy,Almarai,Almarai Milk 1L,A5-S2,192,145,2021-03-13,OK,Partial,Correct,Perfect,-24.48
AUD414866,2022-02-27,Northern Borders,Rafha,Almarai,Dairy,Almarai,Almarai Milk 1L,A3-S5,76,90,2022-10-05,Damaged,Yes,Correct,Minor Issues,18.42
AUD646359,2023-05-14,Eastern Province,Ras Tanura,Almarai,Juices,Almarai,Almarai Mango 1.5L,A3-S4,63,158,2023-10-31,OK,No,Correct,Perfect,150.79
AUD243996,2022-12-28,Northern Borders,Turaif,Almarai,Juices,Almarai,Almarai Apple 1.5L,A1-S1,100,97,2023-03-01,OK,Yes,Correct,Minor Issues,-3.0
AUD748444,2023-09-16,Najran,Al Kharkhir,Nestlé,Confectionery,Quality,Quality Street Tin,A6-S3,51,188,2024-07-26,OK,Yes,Correct,Perfect,268.63
AUD956214,2023-10-17,Tabuk,Al Wajh,Unilever,Personal Care,Lux,Lux Body Wash,A1-S4,131,85,2023-12-27,OK,Yes,Incorrect,Minor Issues,-35.11
AUD181561,2024-05-17,Eastern Province,Hafr Al Batin,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A2-S4,105,35,2024-10-01,Near Expiry,Yes,Incorrect,Not Executed,-66.67
AUD521204,2023-03-13,Makkah,Al Qunfudhah,Almarai,Juices,Almarai,Almarai Mango 1.5L,A5-S3,114,69,2023-08-16,OK,Yes,Correct,Perfect,-39.47
AUD531807,2020-03-05,Jazan,Baish,Unilever,Personal Care,Lux,Lux Body Wash,A2-S4,42,36,2021-02-20,OK,Yes,Correct,Perfect,-14.29
AUD872753,2024-01-01,Qassim,Al Asyah,Almarai,Dairy,Lusine,Lusine Cheese 200g,A2-S3,187,183,2024-07-22,Damaged,Yes,Correct,Perfect,-2.14
AUD772195,2024-12-19,Asir,Sarat Abidah,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A6-S1,54,15,2025-10-07,OK,Yes,Correct,Perfect,-72.22
AUD919974,2022-04-29,Hail,Al Sulaimi,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A6-S1,44,89,2022-06-16,OK,Yes,Correct,Minor Issues,102.27
AUD568914,2025-02-02,Asir,Bisha,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A2-S2,109,70,2026-01-26,OK,Partial,Correct,Perfect,-35.78
AUD905375,2025-02-06,Qassim,Al Asyah,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A3-S1,167,106,2025-09-08,Near Expiry,Partial,Correct,Perfect,-36.53
AUD276621,2024-07-16,Madinah,Mahd Al Thahab,PepsiCo,Beverages,7Up,7Up 1L Bottle,A1-S2,125,153,2024-09-10,OK,Yes,Correct,Minor Issues,22.4
AUD373897,2022-04-09,Eastern Province,Dhahran,Unilever,Personal Care,Dove,Dove Soap 90g,A4-S2,78,167,2022-08-29,OK,Yes,Correct,Minor Issues,114.1
AUD211495,2020-07-13,Northern Borders,Al Khafji,Unilever,Food,Knorr,Knorr Chicken Cubes,A4-S1,173,59,2020-09-20,Expired,Yes,Correct,Perfect,-65.9
AUD755216,2024-12-19,Makkah,Jeddah,Almarai,Juices,Almarai,Almarai Apple 1.5L,A2-S3,82,75,2025-09-28,OK,Partial,Correct,Perfect,-8.54
AUD859958,2021-01-23,Madinah,Al Ula,Unilever,Personal Care,Lux,Lux Body Wash,A2-S2,58,166,2021-11-17,OK,Yes,Correct,Perfect,186.21
AUD671178,2020-06-29,Makkah,Jeddah,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A3-S3,112,84,2021-02-09,OK,Yes,Correct,Perfect,-25.0
AUD566246,2020-12-27,Jazan,Samtah,PepsiCo,Beverages,7Up,7Up 1L Bottle,A4-S1,191,166,2021-07-10,Damaged,Yes,Correct,Perfect,-13.09
AUD940075,2022-02-04,Eastern Province,Dammam,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A3-S3,85,84,2022-03-22,OK,Yes,Correct,Perfect,-1.18
AUD328736,2024-04-11,Makkah,Al Jumum,Nestlé,Confectionery,KitKat,KitKat 4-finger,A6-S3,184,158,2024-09-13,OK,Yes,Correct,Perfect,-14.13
AUD459493,2024-12-12,Eastern Province,Ras Tanura,Unilever,Personal Care,Lux,Lux Body Wash,A5-S1,65,183,2025-06-08,OK,Yes,Correct,Perfect,181.54
AUD748556,2020-02-27,Al Bahah,Al Aqiq,Almarai,Juices,Almarai,Almarai Apple 1.5L,A5-S5,184,59,2020-11-18,OK,Yes,Incorrect,Minor Issues,-67.93
AUD961141,2022-03-30,Northern Borders,Al Khafji,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A3-S4,89,208,2022-06-05,Near Expiry,Yes,Correct,Perfect,133.71
AUD467875,2023-09-19,Asir,Abha,PepsiCo,Beverages,7Up,7Up 1L Bottle,A3-S3,198,18,2024-06-24,OK,Yes,Incorrect,Perfect,-90.91
AUD501853,2023-07-15,Jazan,Al Dayer,Almarai,Juices,Almarai,Almarai Mango 1.5L,A5-S3,25,132,2023-10-07,OK,Yes,Correct,Perfect,428.0
AUD919691,2020-09-24,Najran,Najran,Almarai,Dairy,Almarai,Almarai Milk 1L,A2-S3,106,165,2021-05-09,OK,Yes,Correct,Perfect,55.66
AUD161625,2022-11-26,Jazan,Jazan,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A3-S4,162,53,2023-05-19,OK,Partial,Correct,Perfect,-67.28
AUD299561,2024-04-27,Northern Borders,Rafha,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A4-S5,195,72,2024-10-18,OK,Yes,Correct,Perfect,-63.08
AUD147862,2022-05-15,Najran,Al Kharkhir,Nestlé,Beverages,Milo,Milo 400g,A2-S4,34,77,2023-04-26,OK,Yes,Correct,Minor Issues,126.47
AUD897233,2024-12-23,Jazan,Abu Arish,Almarai,Juices,Almarai,Almarai Mango 1.5L,A6-S1,99,17,2025-01-25,OK,Yes,Correct,Minor Issues,-82.83
AUD781810,2023-11-17,Riyadh,Al Kharj,PepsiCo,Beverages,7Up,7Up 1L Bottle,A5-S5,169,92,2023-12-31,Damaged,No,Incorrect,Minor Issues,-45.56
AUD484249,2025-03-05,Qassim,Al Badayea,Almarai,Dairy,Almarai,Almarai Milk 1L,A6-S5,185,202,2025-06-26,OK,Yes,Correct,Minor Issues,9.19
AUD694016,2022-04-14,Riyadh,Al Majmaah,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A5-S5,86,48,2022-05-17,OK,Partial,Correct,Minor Issues,-44.19
AUD260401,2022-10-25,Makkah,Al Khurmah,Almarai,Dairy,Almarai,Almarai Milk 1L,A6-S2,98,22,2023-08-18,OK,Yes,Correct,Perfect,-77.55
AUD959701,2022-08-13,Najran,Thar,Almarai,Dairy,Almarai,Almarai Milk 1L,A6-S1,137,40,2023-04-12,OK,Yes,Correct,Perfect,-70.8
AUD590099,2024-07-06,Asir,Khamis Mushait,Almarai,Juices,Almarai,Almarai Mango 1.5L,A5-S1,83,15,2025-04-03,OK,Yes,Correct,Perfect,-81.93
AUD518762,2023-04-30,Hail,Al Sulaimi,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A4-S1,135,113,2023-09-27,OK,Partial,Correct,Perfect,-16.3
AUD361912,2022-03-23,Madinah,Badr,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A5-S4,31,116,2022-10-09,OK,Yes,Correct,Perfect,274.19
AUD443438,2020-10-06,Tabuk,Tabuk,Almarai,Dairy,Lusine,Lusine Cheese 200g,A3-S5,171,160,2021-08-16,OK,Yes,Incorrect,Perfect,-6.43
AUD827934,2025-02-18,Tabuk,Haql,PepsiCo,Snacks,Lays,Lays Classic 40g,A6-S4,99,37,2025-07-03,OK,Yes,Correct,Perfect,-62.63
AUD337326,2021-09-12,Qassim,Al Badayea,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A4-S2,170,73,2022-07-28,OK,Yes,Correct,Not Executed,-57.06
AUD714766,2024-04-14,Riyadh,Huraymila,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A2-S1,159,85,2024-07-24,OK,Partial,Correct,Perfect,-46.54
AUD616308,2023-02-08,Asir,Muhayil,Unilever,Food,Lipton,Lipton Yellow Label 100g,A5-S1,160,29,2023-08-07,OK,Partial,Correct,Perfect,-81.88
AUD482378,2022-01-27,Madinah,Badr,PepsiCo,Snacks,Lays,Lays Classic 40g,A3-S1,91,100,2022-10-17,OK,Yes,Correct,Minor Issues,9.89
AUD311234,2020-05-25,Al Bahah,Al Qara,Almarai,Juices,Almarai,Almarai Mango 1.5L,A1-S4,51,59,2021-04-27,OK,Yes,Incorrect,Perfect,15.69
AUD163537,2024-10-05,Al Bahah,Al Bahah,Nestlé,Dairy,Nido,Nido 900g,A6-S2,89,56,2025-06-14,OK,Yes,Correct,Perfect,-37.08
AUD334857,2023-12-31,Jazan,Jazan,Unilever,Personal Care,Lux,Lux Body Wash,A4-S2,112,63,2024-03-20,OK,Yes,Correct,Perfect,-43.75
AUD595777,2024-10-27,Tabuk,Tabuk,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A1-S4,105,175,2025-08-05,OK,Yes,Correct,Not Executed,66.67
AUD500277,2023-07-08,Jazan,Al Aradah,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A1-S5,168,33,2023-12-15,Near Expiry,Yes,Correct,Not Executed,-80.36
AUD972212,2020-02-10,Asir,Muhayil,Nestlé,Beverages,Milo,Milo 400g,A1-S2,124,108,2020-08-26,OK,Yes,Correct,Not Executed,-12.9
AUD271557,2023-12-07,Northern Borders,Turaif,Nestlé,Beverages,Milo,Milo 400g,A3-S2,165,47,2024-09-19,OK,Yes,Correct,Perfect,-71.52
AUD466304,2023-06-03,Al Bahah,Qilwah,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A6-S3,151,151,2023-07-27,OK,Yes,Incorrect,Perfect,0.0
AUD871998,2021-11-22,Hail,Al Hazm,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A3-S1,180,200,2022-07-27,OK,No,Correct,Perfect,11.11
AUD128961,2024-02-03,Najran,Hubuna,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A3-S1,156,153,2024-11-01,OK,Yes,Correct,Perfect,-1.92
AUD476779,2020-07-16,Qassim,Ar Rass,Unilever,Personal Care,Dove,Dove Soap 90g,A1-S4,53,17,2021-02-19,Damaged,Yes,Correct,Perfect,-67.92
AUD352190,2021-09-18,Tabuk,Umluj,Almarai,Juices,Almarai,Almarai Apple 1.5L,A4-S2,74,80,2022-05-02,OK,Yes,Correct,Perfect,8.11
AUD487686,2025-03-11,Northern Borders,Arar,Nestlé,Dairy,Nido,Nido 900g,A5-S5,98,34,2025-08-11,OK,Yes,Correct,Perfect,-65.31
AUD505110,2024-07-09,Najran,Sharurah,Unilever,Food,Lipton,Lipton Yellow Label 100g,A1-S4,199,53,2025-01-29,OK,Yes,Correct,Minor Issues,-73.37
AUD403396,2025-03-19,Hail,Al Sulaimi,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A5-S5,191,156,2025-06-01,OK,Yes,Correct,Not Executed,-18.32
AUD286450,2025-02-08,Madinah,Al Henakiyah,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A2-S4,63,131,2025-08-09,OK,Yes,Correct,Perfect,107.94
AUD537122,2020-05-31,Jazan,Sabya,Almarai,Dairy,Lusine,Lusine Cheese 200g,A5-S4,111,36,2021-03-12,OK,Yes,Correct,Perfect,-67.57
AUD124746,2022-05-13,Eastern Province,Khobar,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A2-S1,65,30,2022-07-02,Near Expiry,Yes,Correct,Minor Issues,-53.85
AUD704537,2021-06-29,Madinah,Al Henakiyah,Nestlé,Beverages,Milo,Milo 400g,A4-S3,30,66,2022-03-21,OK,Yes,Correct,Perfect,120.0
AUD247484,2025-01-06,Madinah,Al Ula,Nestlé,Confectionery,Quality,Quality Street Tin,A5-S4,122,124,2025-07-14,Damaged,Yes,Correct,Perfect,1.64
AUD225779,2024-11-22,Asir,Khamis Mushait,Unilever,Personal Care,Dove,Dove Soap 90g,A5-S4,70,92,2025-08-26,OK,Yes,Correct,Perfect,31.43
AUD895638,2020-08-19,Eastern Province,Jubail,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A4-S4,62,190,2021-02-06,Damaged,Yes,Correct,Perfect,206.45
AUD261988,2020-04-20,Makkah,Al Qunfudhah,Nestlé,Dairy,Nido,Nido 900g,A4-S3,159,38,2020-11-11,Damaged,Yes,Correct,Perfect,-76.1
AUD974186,2024-02-10,Hail,Al Makhrouq,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A4-S2,94,42,2024-05-27,OK,Yes,Correct,Perfect,-55.32
AUD139620,2022-11-18,Eastern Province,Dammam,Almarai,Juices,Almarai,Almarai Apple 1.5L,A3-S2,152,183,2023-09-05,OK,Yes,Correct,Minor Issues,20.39
AUD219105,2022-12-30,Eastern Province,Khobar,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A4-S3,189,21,2023-07-19,OK,Yes,Correct,Perfect,-88.89
AUD768918,2023-10-08,Hail,Al Sulaimi,Unilever,Personal Care,Lux,Lux Body Wash,A6-S3,187,116,2024-05-25,OK,Yes,Correct,Minor Issues,-37.97
AUD879704,2022-03-13,Hail,Baqa,Almarai,Dairy,Almarai,Almarai Milk 1L,A1-S4,51,139,2022-12-18,OK,Yes,Correct,Perfect,172.55
AUD588176,2021-01-27,Qassim,Al Bukayriyah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A6-S5,129,22,2021-07-09,OK,Yes,Correct,Perfect,-82.95
AUD406049,2023-12-07,Northern Borders,Al Wasita,Unilever,Personal Care,Lux,Lux Body Wash,A2-S3,152,61,2024-06-25,OK,Yes,Correct,Minor Issues,-59.87
AUD217474,2022-03-25,Riyadh,Thadiq,Almarai,Juices,Almarai,Almarai Mango 1.5L,A4-S1,74,74,2023-01-20,OK,Yes,Correct,Minor Issues,0.0
AUD438387,2020-08-27,Najran,Badr Al Janub,PepsiCo,Snacks,Lays,Lays Classic 40g,A6-S5,126,178,2020-10-26,OK,Yes,Correct,Perfect,41.27
AUD473522,2023-03-27,Jazan,Samtah,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A5-S5,192,134,2024-01-07,OK,Yes,Correct,Perfect,-30.21
AUD199974,2020-01-27,Qassim,Al Asyah,Nestlé,Confectionery,Quality,Quality Street Tin,A2-S5,185,61,2020-09-27,OK,Yes,Correct,Perfect,-67.03
AUD207196,2025-04-21,Eastern Province,Dammam,PepsiCo,Snacks,Lays,Lays Classic 40g,A1-S5,30,67,2025-09-01,OK,Yes,Correct,Perfect,123.33
AUD468857,2020-12-22,Northern Borders,Turaif,Nestlé,Confectionery,KitKat,KitKat 4-finger,A5-S4,130,107,2021-04-27,OK,Yes,Correct,Perfect,-17.69
AUD418718,2020-01-11,Asir,Bisha,PepsiCo,Beverages,7Up,7Up 1L Bottle,A5-S5,186,183,2020-04-08,OK,Yes,Correct,Perfect,-1.61
AUD402873,2020-05-04,Eastern Province,Dammam,Almarai,Juices,Almarai,Almarai Apple 1.5L,A6-S5,99,155,2020-06-27,OK,Yes,Correct,Perfect,56.57
AUD828996,2020-01-10,Makkah,Al Jumum,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A6-S4,93,72,2020-11-15,OK,Yes,Correct,Not Executed,-22.58
AUD686733,2021-04-27,Al Bahah,Qilwah,Unilever,Food,Knorr,Knorr Chicken Cubes,A6-S4,36,142,2022-03-23,OK,Partial,Correct,Minor Issues,294.44
AUD948488,2021-11-18,Tabuk,Duba,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A4-S5,55,192,2022-03-22,OK,Partial,Correct,Perfect,249.09
AUD486548,2021-07-14,Al Bahah,Qilwah,Nestlé,Confectionery,KitKat,KitKat 4-finger,A1-S5,179,78,2021-11-27,OK,Partial,Correct,Not Executed,-56.42
AUD141482,2023-12-15,Qassim,Ar Rass,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A4-S1,34,84,2024-04-19,OK,Yes,Correct,Perfect,147.06
AUD676668,2022-11-20,Northern Borders,Al Nairyah,Almarai,Dairy,Almarai,Almarai Milk 1L,A4-S2,151,78,2023-08-12,Damaged,Yes,Correct,Perfect,-48.34
AUD957822,2022-11-02,Najran,Badr Al Janub,Almarai,Dairy,Lusine,Lusine Cheese 200g,A4-S3,146,109,2023-08-16,OK,Partial,Correct,Minor Issues,-25.34
AUD561171,2021-12-16,Riyadh,Riyadh,Unilever,Food,Lipton,Lipton Yellow Label 100g,A3-S3,196,70,2022-08-12,OK,Partial,Correct,Perfect,-64.29
AUD671489,2021-11-11,Riyadh,Dhurma,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A4-S4,184,159,2022-10-19,OK,Partial,Correct,Perfect,-13.59
AUD832356,2023-06-26,Tabuk,Tayma,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A1-S5,175,178,2024-01-12,OK,Yes,Correct,Perfect,1.71
AUD811571,2024-02-02,Al Bahah,Baljurashi,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A3-S5,114,187,2024-10-01,OK,Partial,Correct,Minor Issues,64.04
AUD788905,2020-08-24,Najran,Najran,Almarai,Dairy,Lusine,Lusine Cheese 200g,A3-S4,136,27,2020-10-10,OK,Yes,Correct,Perfect,-80.15
AUD806459,2021-10-24,Najran,Hubuna,Almarai,Juices,Almarai,Almarai Apple 1.5L,A4-S3,159,156,2022-05-01,OK,Partial,Incorrect,Minor Issues,-1.89
AUD876355,2020-11-08,Tabuk,Umluj,Almarai,Juices,Almarai,Almarai Mango 1.5L,A4-S1,140,162,2021-04-07,Damaged,Partial,Incorrect,Perfect,15.71
AUD921075,2024-11-11,Northern Borders,Rafha,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A6-S1,138,62,2025-07-04,OK,Yes,Correct,Perfect,-55.07
AUD495969,2023-08-04,Eastern Province,Jubail,Unilever,Food,Lipton,Lipton Yellow Label 100g,A4-S5,197,103,2023-09-06,Damaged,Yes,Correct,Perfect,-47.72
AUD485548,2020-06-30,Qassim,Unaizah,Unilever,Personal Care,Lux,Lux Body Wash,A5-S3,175,102,2020-11-19,Damaged,Partial,Correct,Perfect,-41.71
AUD679726,2023-09-30,Jazan,Sabya,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A2-S4,75,177,2023-12-05,OK,Partial,Incorrect,Perfect,136.0
AUD631394,2024-01-15,Eastern Province,Ras Tanura,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A6-S5,153,198,2025-01-02,OK,Yes,Correct,Minor Issues,29.41
AUD328307,2025-02-05,Northern Borders,Al Wasita,PepsiCo,Beverages,7Up,7Up 1L Bottle,A2-S4,29,65,2025-09-12,OK,Yes,Correct,Perfect,124.14
AUD628138,2022-08-31,Riyadh,Al Majmaah,Nestlé,Confectionery,Quality,Quality Street Tin,A2-S4,140,44,2023-05-02,OK,Yes,Correct,Minor Issues,-68.57
AUD342436,2025-01-15,Qassim,Ar Rass,Nestlé,Confectionery,Quality,Quality Street Tin,A1-S4,113,69,2025-03-24,Near Expiry,Yes,Correct,Minor Issues,-38.94
AUD769823,2023-02-27,Jazan,Abu Arish,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A2-S3,172,141,2023-06-23,OK,Yes,Correct,Perfect,-18.02
AUD696407,2021-03-16,Tabuk,Al Wajh,Almarai,Dairy,Lusine,Lusine Cheese 200g,A2-S4,172,61,2021-04-20,OK,Yes,Correct,Perfect,-64.53
AUD235025,2021-09-02,Hail,Hail,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A1-S2,128,73,2022-02-10,Near Expiry,Yes,Correct,Perfect,-42.97
AUD759503,2025-02-06,Qassim,Al Mithnab,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A3-S5,130,53,2025-04-18,OK,Yes,Correct,Perfect,-59.23
AUD669077,2020-01-01,Madinah,Mahd Al Thahab,Nestlé,Confectionery,Quality,Quality Street Tin,A3-S3,72,183,2020-11-05,OK,Yes,Correct,Perfect,154.17
AUD801828,2022-04-27,Tabuk,Al Wajh,Nestlé,Dairy,Nido,Nido 900g,A1-S1,199,102,2023-01-29,OK,Yes,Correct,Perfect,-48.74
AUD655115,2020-02-06,Eastern Province,Ras Tanura,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A5-S3,122,199,2020-10-30,OK,Yes,Correct,Perfect,63.11
AUD213076,2024-09-01,Najran,Hubuna,Unilever,Personal Care,Dove,Dove Soap 90g,A4-S3,156,99,2024-10-10,OK,Yes,Correct,Perfect,-36.54
AUD471162,2023-04-02,Al Bahah,Al Mandaq,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A3-S5,63,100,2023-11-15,Damaged,No,Correct,Perfect,58.73
AUD607935,2021-06-26,Tabuk,Duba,Almarai,Dairy,Lusine,Lusine Cheese 200g,A3-S5,86,166,2021-11-26,OK,Partial,Correct,Perfect,93.02
AUD656128,2023-10-24,Najran,Sharurah,Unilever,Food,Knorr,Knorr Chicken Cubes,A1-S4,124,175,2024-07-07,OK,Yes,Correct,Minor Issues,41.13
AUD384126,2023-02-04,Asir,Tanomah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A1-S1,42,195,2023-12-05,OK,Yes,Correct,Perfect,364.29
AUD238843,2024-08-21,Tabuk,Al Bidaa,Nestlé,Beverages,Milo,Milo 400g,A4-S2,77,41,2025-04-11,OK,Yes,Correct,Minor Issues,-46.75
