Promotion_ID,Start_Date,End_Date,Parent_Company,Category,Brand,Product,Promotion_Type,Discount_Pct,Channels,Target_Regions
PROMO18016,2021-01-26,2021-02-13,Unilever,Food,Knorr,Knorr Chicken Cubes,Free Gift,6,"Radio, SMS, In-Store","Al Bahah, Jazan, Makkah"
PROMO58115,2021-01-26,2021-02-16,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,0,"Social Media, Newspaper, In-Store","Madinah, Northern Borders, Al Bahah"
PROMO48284,2021-01-26,2021-02-02,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Free Gift,23,Influencers,"Hail, Najran, Jazan"
PROMO82989,2021-01-27,2021-02-23,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,6,"Social Media, Radio",Najran
PROMO71956,2021-01-29,2021-02-08,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,25,"Influencers, Newspaper",Najran
PROMO50564,2021-02-03,2021-02-24,Unilever,Food,Knorr,Knorr Chicken Cubes,BOGO,19,"Newspaper, In-Store, Social Media","Northern Borders, Eastern Province, Jazan"
PROMO41127,2021-02-04,2021-02-21,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,0,"TV, Radio, SMS","Jazan, Tabuk"
PROMO40870,2021-02-04,2021-02-27,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,21,TV,"Qassim, Tabuk, Jazan"
PROMO30077,2021-02-06,2021-02-16,Nestlé,Confectionery,KitKat,KitKat 4-finger,Discount,9,"Radio, Influencers",Madinah
PROMO27940,2021-02-08,2021-03-03,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,BOGO,0,"Radio, TV, SMS","Asir, Qassim"
PROMO99237,2021-02-09,2021-02-19,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,36,"Social Media, Newspaper","Tabuk, Qassim"
PROMO37661,2021-02-11,2021-03-08,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Free Gift,27,TV,Jazan
PROMO11777,2021-02-11,2021-02-25,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,23,TV,Asir
PROMO95301,2021-02-12,2021-03-03,Unilever,Food,Lipton,Lipton Yellow Label 100g,Free Gift,20,"In-Store, Influencers","Al Bahah, Tabuk"
PROMO87186,2021-02-12,2021-03-03,Almarai,Juices,Almarai,Almarai Apple 1.5L,Discount,0,"Radio, Social Media, In-Store",Qassim
PROMO83447,2021-02-12,2021-03-04,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Bundle,0,"Newspaper, TV, In-Store","Madinah, Qassim"
PROMO63855,2021-02-12,2021-03-04,Almarai,Dairy,Lusine,Lusine Cheese 200g,Discount,13,"Social Media, In-Store","Northern Borders, Tabuk"
PROMO50169,2021-02-15,2021-02-23,PepsiCo,Snacks,Lays,Lays Classic 40g,BOGO,0,"TV, Social Media, Radio","Tabuk, Al Bahah, Asir"
PROMO31125,2021-02-15,2021-03-13,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Discount,26,"Radio, SMS","Tabuk, Asir"
PROMO25446,2021-02-17,2021-03-12,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,23,"In-Store, Social Media, TV",Riyadh
PROMO59665,2021-02-17,2021-03-09,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,0,"SMS, TV, Radio","Najran, Asir, Al Bahah"
PROMO25266,2021-02-17,2021-03-16,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,31,"SMS, Social Media","Makkah, Jazan"
PROMO88010,2021-02-20,2021-02-27,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,36,"TV, Radio, Social Media",Makkah
PROMO44263,2021-02-21,2021-03-05,Nestlé,Beverages,Milo,Milo 400g,Discount,11,In-Store,Riyadh
PROMO58931,2021-02-22,2021-03-08,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,BOGO,12,SMS,Eastern Province
PROMO53231,2021-02-22,2021-03-16,Almarai,Juices,Almarai,Almarai Mango 1.5L,Discount,33,"Radio, TV, SMS","Tabuk, Al Bahah"
PROMO98899,2021-02-26,2021-03-08,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Free Gift,14,"In-Store, Newspaper, TV",Tabuk
PROMO67716,2021-02-26,2021-03-11,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,27,"SMS, Radio",Hail
PROMO28288,2021-02-26,2021-03-16,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,BOGO,18,"TV, Radio, In-Store","Riyadh, Qassim, Najran"
PROMO85727,2021-02-27,2021-03-23,Nestlé,Beverages,Milo,Milo 400g,BOGO,38,Newspaper,"Madinah, Northern Borders"
PROMO63116,2021-02-28,2021-03-11,Unilever,Food,Lipton,Lipton Yellow Label 100g,Bundle,0,"Radio, SMS",Hail
PROMO57884,2021-02-28,2021-03-19,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Free Gift,24,Influencers,Riyadh
PROMO95237,2021-03-01,2021-03-20,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Bundle,32,Newspaper,"Tabuk, Eastern Province"
PROMO14982,2021-03-03,2021-03-11,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,39,SMS,"Tabuk, Northern Borders"
PROMO35306,2021-03-04,2021-03-22,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,BOGO,19,SMS,"Makkah, Madinah, Tabuk"
PROMO62033,2021-03-05,2021-03-18,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,0,"In-Store, Radio, Social Media",Riyadh
PROMO76633,2021-03-06,2021-03-15,Unilever,Food,Lipton,Lipton Yellow Label 100g,Bundle,0,"In-Store, Radio","Hail, Northern Borders"
PROMO40190,2021-03-08,2021-03-15,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,BOGO,25,SMS,"Jazan, Al Bahah, Madinah"
PROMO97094,2021-03-09,2021-03-25,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Free Gift,0,"Newspaper, In-Store","Najran, Hail"
PROMO96726,2021-03-09,2021-03-16,Unilever,Personal Care,Lux,Lux Body Wash,Free Gift,0,"In-Store, TV",Makkah
PROMO21216,2021-03-09,2021-03-28,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,32,"Radio, SMS, Influencers","Hail, Qassim"
PROMO67214,2021-03-12,2021-03-21,Nestlé,Confectionery,Quality,Quality Street Tin,Free Gift,13,Influencers,"Al Bahah, Najran"
PROMO39355,2021-03-13,2021-03-30,Nestlé,Confectionery,KitKat,KitKat 4-finger,Discount,39,"SMS, TV, Social Media",Qassim
PROMO67795,2021-03-14,2021-03-27,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,BOGO,26,"Newspaper, Social Media",Jazan
PROMO81299,2021-03-17,2021-04-06,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,5,Radio,"Al Bahah, Asir"
PROMO46855,2021-03-17,2021-03-24,Almarai,Dairy,Lusine,Lusine Cheese 200g,Discount,0,"In-Store, Social Media, Newspaper","Tabuk, Hail"
PROMO66328,2021-03-18,2021-04-15,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,27,"Social Media, In-Store","Jazan, Riyadh"
PROMO54809,2021-03-19,2021-04-15,Unilever,Food,Knorr,Knorr Chicken Cubes,BOGO,16,"Newspaper, TV, Radio","Hail, Makkah"
PROMO17881,2021-03-19,2021-04-04,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,BOGO,0,"Influencers, TV","Qassim, Jazan, Northern Borders"
PROMO59281,2021-03-19,2021-03-27,PepsiCo,Snacks,Lays,Lays Classic 40g,BOGO,31,"SMS, Influencers","Najran, Tabuk, Makkah"
PROMO32245,2021-03-20,2021-03-31,Unilever,Food,Lipton,Lipton Yellow Label 100g,BOGO,0,"Newspaper, Influencers, In-Store","Eastern Province, Tabuk"
PROMO27166,2021-03-22,2021-04-04,Almarai,Juices,Almarai,Almarai Apple 1.5L,Free Gift,7,"SMS, Social Media","Northern Borders, Al Bahah, Najran"
PROMO17920,2021-03-23,2021-04-09,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,0,TV,"Tabuk, Asir, Riyadh"
PROMO86831,2021-03-23,2021-04-08,Nestlé,Confectionery,Quality,Quality Street Tin,Bundle,25,"Social Media, In-Store, Newspaper",Makkah
PROMO82095,2021-03-24,2021-04-10,PepsiCo,Snacks,Lays,Lays Classic 40g,BOGO,40,"Radio, Newspaper, In-Store",Najran
PROMO53335,2021-03-24,2021-04-14,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Discount,10,SMS,"Al Bahah, Riyadh, Eastern Province"
PROMO30872,2021-03-24,2021-04-05,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,0,"SMS, Newspaper",Eastern Province
PROMO73806,2021-03-25,2021-04-21,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,37,Influencers,Madinah
PROMO59523,2021-03-25,2021-04-10,Unilever,Personal Care,Lux,Lux Body Wash,Bundle,5,SMS,Al Bahah
PROMO10466,2021-03-25,2021-04-12,Nestlé,Confectionery,Quality,Quality Street Tin,Free Gift,9,"Newspaper, SMS, In-Store","Madinah, Eastern Province"
PROMO61583,2021-03-26,2021-04-23,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,11,"SMS, Newspaper, Radio","Madinah, Eastern Province, Hail"
PROMO68815,2021-03-27,2021-04-10,Nestlé,Dairy,Nido,Nido 900g,Discount,6,"Social Media, TV","Al Bahah, Tabuk"
PROMO79991,2021-03-27,2021-04-19,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Bundle,10,"Radio, Newspaper, SMS",Riyadh
PROMO75964,2021-03-28,2021-04-13,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,BOGO,31,"Radio, TV","Tabuk, Northern Borders, Hail"
PROMO68519,2021-03-28,2021-04-24,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,26,"In-Store, Newspaper, Radio",Makkah
PROMO68643,2021-03-29,2021-04-24,PepsiCo,Snacks,Lays,Lays Classic 40g,Bundle,15,In-Store,Jazan
PROMO60434,2021-03-29,2021-04-23,Almarai,Juices,Almarai,Almarai Mango 1.5L,BOGO,15,TV,"Qassim, Northern Borders"
PROMO73286,2021-03-30,2021-04-20,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Bundle,0,"Radio, Newspaper","Jazan, Riyadh, Najran"
PROMO15694,2021-03-31,2021-04-07,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,15,"TV, SMS, In-Store","Tabuk, Qassim"
PROMO45837,2021-03-31,2021-04-07,Almarai,Juices,Almarai,Almarai Apple 1.5L,Bundle,0,Social Media,"Madinah, Qassim"
PROMO11063,2021-03-31,2021-04-15,Almarai,Juices,Almarai,Almarai Mango 1.5L,BOGO,0,"TV, Influencers, Social Media","Qassim, Madinah"
PROMO27782,2021-03-31,2021-04-09,PepsiCo,Beverages,7Up,7Up 1L Bottle,BOGO,27,In-Store,"Eastern Province, Asir"
PROMO31853,2021-03-31,2021-04-08,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,10,"TV, Influencers, Radio","Tabuk, Eastern Province"
PROMO29063,2021-04-01,2021-04-26,Unilever,Personal Care,Lux,Lux Body Wash,Free Gift,22,Influencers,"Riyadh, Jazan"
PROMO55617,2021-04-01,2021-04-20,Unilever,Food,Knorr,Knorr Chicken Cubes,Discount,34,"TV, SMS","Northern Borders, Tabuk, Madinah"
PROMO64957,2021-04-02,2021-04-11,Unilever,Food,Knorr,Knorr Chicken Cubes,Bundle,0,"SMS, Newspaper",Madinah
PROMO91657,2021-04-02,2021-04-15,Almarai,Juices,Almarai,Almarai Mango 1.5L,Discount,0,In-Store,"Jazan, Riyadh"
PROMO63191,2021-04-04,2021-04-18,Unilever,Personal Care,Dove,Dove Soap 90g,Discount,27,"In-Store, Radio, Influencers","Hail, Northern Borders"
PROMO44894,2021-04-04,2021-04-28,PepsiCo,Beverages,7Up,7Up 1L Bottle,Free Gift,0,"Social Media, SMS, Radio",Qassim
PROMO52615,2021-04-04,2021-04-20,Unilever,Personal Care,Lux,Lux Body Wash,Free Gift,0,"TV, Newspaper, Radio","Hail, Al Bahah, Riyadh"
PROMO94521,2021-04-05,2021-04-22,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Bundle,0,Social Media,"Riyadh, Eastern Province"
PROMO75635,2021-04-05,2021-04-19,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Free Gift,34,SMS,"Jazan, Eastern Province"
PROMO78728,2021-04-05,2021-04-16,Almarai,Juices,Almarai,Almarai Mango 1.5L,Free Gift,0,"SMS, TV, Radio",Asir
PROMO14189,2021-04-06,2021-04-28,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,BOGO,19,Social Media,"Hail, Eastern Province"
PROMO13989,2021-04-06,2021-04-18,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Bundle,0,"TV, Influencers","Hail, Makkah, Najran"
PROMO44606,2021-04-06,2021-04-15,Unilever,Personal Care,Dove,Dove Soap 90g,Bundle,18,Influencers,Jazan
PROMO15236,2021-04-08,2021-05-02,Procter & Gamble,Personal Care,Gillette,Gillette Razor,BOGO,17,"TV, Radio, Social Media",Northern Borders
PROMO23330,2021-04-09,2021-05-05,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Free Gift,32,Radio,"Hail, Eastern Province"
PROMO22785,2021-04-09,2021-04-24,Nestlé,Confectionery,KitKat,KitKat 4-finger,BOGO,31,"In-Store, TV, SMS","Riyadh, Eastern Province, Tabuk"
PROMO60822,2021-04-09,2021-05-04,Nestlé,Confectionery,Quality,Quality Street Tin,BOGO,15,"In-Store, Radio, TV","Tabuk, Northern Borders"
PROMO12943,2021-04-09,2021-05-02,Unilever,Personal Care,Dove,Dove Soap 90g,Bundle,40,"Social Media, TV, Influencers","Eastern Province, Hail, Asir"
PROMO42981,2021-04-09,2021-05-04,Unilever,Food,Knorr,Knorr Chicken Cubes,Free Gift,0,Newspaper,Tabuk
PROMO22241,2021-04-09,2021-04-22,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Discount,0,"SMS, TV, Social Media","Asir, Tabuk"
PROMO61908,2021-04-09,2021-05-07,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Discount,0,"Radio, Influencers, SMS","Al Bahah, Qassim, Madinah"
PROMO60120,2021-04-10,2021-04-20,Unilever,Food,Knorr,Knorr Chicken Cubes,Free Gift,23,"Radio, TV","Hail, Riyadh"
PROMO16066,2021-04-10,2021-04-30,Almarai,Dairy,Almarai,Almarai Milk 1L,Discount,7,"In-Store, Influencers, Radio",Eastern Province
PROMO48745,2021-04-10,2021-04-17,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Bundle,10,"SMS, Influencers","Asir, Qassim"
PROMO32589,2021-04-10,2021-05-06,Unilever,Personal Care,Lux,Lux Body Wash,Free Gift,0,"SMS, Radio, TV","Northern Borders, Asir"
PROMO80440,2021-04-10,2021-05-08,Almarai,Juices,Almarai,Almarai Apple 1.5L,Discount,7,TV,"Asir, Eastern Province"
PROMO22992,2021-04-10,2021-05-04,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Bundle,0,In-Store,Northern Borders
PROMO15182,2021-04-11,2021-04-29,PepsiCo,Beverages,7Up,7Up 1L Bottle,Free Gift,30,"Newspaper, TV","Makkah, Northern Borders, Riyadh"
PROMO54528,2021-04-11,2021-04-30,Almarai,Juices,Almarai,Almarai Apple 1.5L,Bundle,14,"SMS, In-Store","Eastern Province, Jazan"
PROMO65335,2021-04-12,2021-04-21,Almarai,Dairy,Almarai,Almarai Milk 1L,BOGO,24,Influencers,"Al Bahah, Eastern Province, Hail"
PROMO33475,2021-04-12,2021-04-27,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Bundle,0,"SMS, Newspaper","Madinah, Asir, Al Bahah"
PROMO81349,2021-04-13,2021-04-25,Nestlé,Dairy,Nido,Nido 900g,Free Gift,39,TV,"Najran, Jazan, Asir"
PROMO22183,2021-04-15,2021-05-08,PepsiCo,Snacks,Lays,Lays Classic 40g,Free Gift,27,Social Media,"Al Bahah, Madinah, Riyadh"
PROMO27631,2021-04-15,2021-04-25,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Bundle,0,"SMS, TV, Radio","Northern Borders, Al Bahah"
PROMO79722,2021-04-15,2021-05-07,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,BOGO,33,SMS,"Riyadh, Tabuk"
PROMO27733,2021-04-15,2021-04-29,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Discount,17,"Newspaper, Influencers","Al Bahah, Eastern Province, Qassim"
PROMO92397,2021-04-16,2021-05-02,Almarai,Dairy,Lusine,Lusine Cheese 200g,Discount,20,"Influencers, Newspaper, Social Media","Tabuk, Al Bahah, Riyadh"
PROMO75792,2021-04-16,2021-05-01,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,28,"SMS, TV","Najran, Tabuk"
PROMO91591,2021-04-17,2021-05-07,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,BOGO,0,"Influencers, SMS, Newspaper","Hail, Madinah"
PROMO92402,2021-04-17,2021-05-02,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,BOGO,10,"TV, In-Store","Eastern Province, Asir"
PROMO24438,2021-04-17,2021-05-06,Nestlé,Dairy,Nido,Nido 900g,Discount,33,Newspaper,"Asir, Qassim"
PROMO95552,2021-04-17,2021-05-02,Almarai,Dairy,Almarai,Almarai Milk 1L,BOGO,36,"Radio, Newspaper, SMS",Tabuk
PROMO91672,2021-04-17,2021-04-29,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Free Gift,21,"Social Media, Newspaper","Al Bahah, Jazan"
PROMO15601,2021-04-18,2021-05-06,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Bundle,13,"SMS, In-Store","Hail, Northern Borders"
PROMO84173,2021-04-18,2021-04-30,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,Discount,0,"TV, Newspaper",Najran
PROMO55167,2021-04-18,2021-05-14,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,9,"TV, SMS",Eastern Province
PROMO91298,2021-04-18,2021-05-03,Unilever,Personal Care,Dove,Dove Soap 90g,Discount,15,TV,"Eastern Province, Tabuk, Najran"
PROMO70697,2021-04-18,2021-04-26,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,32,"Newspaper, SMS, Social Media",Najran
PROMO91624,2021-04-19,2021-05-07,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,BOGO,35,Social Media,"Najran, Makkah, Riyadh"
PROMO25358,2021-04-20,2021-05-06,Unilever,Personal Care,Lux,Lux Body Wash,Free Gift,13,Radio,"Eastern Province, Asir, Hail"
PROMO98706,2021-04-21,2021-04-28,Unilever,Food,Knorr,Knorr Chicken Cubes,Discount,0,Newspaper,"Eastern Province, Hail"
PROMO71699,2021-04-21,2021-05-08,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,Discount,0,"SMS, TV",Eastern Province
PROMO29899,2021-04-22,2021-05-01,PepsiCo,Snacks,Lays,Lays Classic 40g,Bundle,0,"TV, Newspaper, Social Media","Makkah, Northern Borders"
PROMO74844,2021-04-22,2021-05-16,Unilever,Personal Care,Lux,Lux Body Wash,Discount,21,Influencers,"Makkah, Tabuk"
PROMO47724,2021-04-22,2021-05-20,Almarai,Dairy,Lusine,Lusine Cheese 200g,Free Gift,35,"Social Media, Newspaper, SMS",Riyadh
PROMO55940,2021-04-22,2021-05-14,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,16,"TV, SMS","Hail, Tabuk, Al Bahah"
PROMO38823,2021-04-22,2021-05-08,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,0,"In-Store, Radio, Newspaper","Al Bahah, Makkah"
PROMO68121,2021-04-23,2021-05-13,Unilever,Food,Lipton,Lipton Yellow Label 100g,BOGO,0,Influencers,"Najran, Jazan"
PROMO28666,2021-04-23,2021-05-19,Unilever,Food,Knorr,Knorr Chicken Cubes,Discount,26,"Social Media, In-Store","Asir, Madinah"
PROMO61060,2021-04-24,2021-05-02,Unilever,Personal Care,Lux,Lux Body Wash,Bundle,15,Influencers,Riyadh
PROMO22285,2021-04-24,2021-05-01,Almarai,Dairy,Lusine,Lusine Cheese 200g,Discount,0,"Radio, In-Store","Makkah, Eastern Province, Qassim"
PROMO49582,2021-04-25,2021-05-21,Almarai,Juices,Almarai,Almarai Mango 1.5L,BOGO,0,TV,"Jazan, Makkah"
PROMO75092,2021-04-25,2021-05-12,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,Discount,37,"Influencers, Radio, Social Media","Al Bahah, Makkah"
PROMO91972,2021-04-25,2021-05-21,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,22,"Radio, Influencers","Al Bahah, Riyadh, Makkah"
PROMO48180,2021-04-26,2021-05-15,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Bundle,19,Social Media,"Hail, Al Bahah"
PROMO65142,2021-04-26,2021-05-16,Almarai,Dairy,Almarai,Almarai Milk 1L,Bundle,28,Newspaper,"Makkah, Qassim"
PROMO80093,2021-04-27,2021-05-07,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Free Gift,33,"SMS, Social Media","Riyadh, Najran"
PROMO37196,2021-04-27,2021-05-13,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,BOGO,16,"SMS, TV, Social Media",Northern Borders
PROMO20602,2021-04-27,2021-05-08,PepsiCo,Snacks,Lays,Lays Classic 40g,Free Gift,13,"Social Media, Influencers",Asir
PROMO37298,2021-04-27,2021-05-15,PepsiCo,Beverages,7Up,7Up 1L Bottle,Bundle,0,In-Store,"Northern Borders, Najran, Madinah"
PROMO51272,2021-04-27,2021-05-17,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,BOGO,22,Radio,"Tabuk, Jazan"
PROMO96829,2021-04-27,2021-05-06,Unilever,Personal Care,Lux,Lux Body Wash,Discount,10,In-Store,"Eastern Province, Qassim"
PROMO38014,2021-04-28,2021-05-16,Unilever,Food,Lipton,Lipton Yellow Label 100g,Free Gift,27,"TV, Social Media","Eastern Province, Hail, Makkah"
PROMO77628,2021-04-28,2021-05-18,PepsiCo,Beverages,7Up,7Up 1L Bottle,Free Gift,18,"SMS, In-Store","Najran, Hail"
PROMO54112,2021-04-29,2021-05-08,Unilever,Food,Knorr,Knorr Chicken Cubes,BOGO,18,"SMS, Social Media",Madinah
PROMO88909,2021-04-29,2021-05-12,Unilever,Food,Lipton,Lipton Yellow Label 100g,Discount,0,"TV, Radio, Newspaper",Madinah
PROMO22904,2021-04-30,2021-05-15,Almarai,Juices,Almarai,Almarai Apple 1.5L,BOGO,38,"Radio, In-Store, TV","Hail, Qassim, Al Bahah"
PROMO81192,2021-04-30,2021-05-20,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,0,Social Media,"Riyadh, Jazan, Hail"
PROMO67816,2021-05-01,2021-05-27,Unilever,Food,Lipton,Lipton Yellow Label 100g,Bundle,25,"Influencers, Social Media",Jazan
PROMO74273,2021-05-01,2021-05-23,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,BOGO,0,Newspaper,Hail
PROMO92888,2021-05-02,2021-05-12,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,0,In-Store,"Northern Borders, Madinah"
PROMO64235,2021-05-02,2021-05-26,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Bundle,0,SMS,Eastern Province
PROMO33965,2021-05-03,2021-05-10,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,9,"SMS, TV","Qassim, Al Bahah"
PROMO24050,2021-05-03,2021-05-24,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Free Gift,23,In-Store,Northern Borders
PROMO43394,2021-05-04,2021-05-13,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Bundle,9,SMS,Jazan
PROMO48904,2021-05-04,2021-05-26,Nestlé,Confectionery,KitKat,KitKat 4-finger,Bundle,35,"SMS, TV","Eastern Province, Jazan, Asir"
PROMO98417,2021-05-04,2021-05-24,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,BOGO,17,"Newspaper, SMS, In-Store","Asir, Tabuk"
PROMO98274,2021-05-04,2021-05-12,Procter & Gamble,Personal Care,Gillette,Gillette Razor,Discount,32,In-Store,"Madinah, Qassim"
PROMO59977,2021-05-04,2021-05-13,Unilever,Food,Lipton,Lipton Yellow Label 100g,Bundle,22,"SMS, Influencers","Najran, Eastern Province"
PROMO31298,2021-05-05,2021-05-23,Unilever,Food,Lipton,Lipton Yellow Label 100g,Free Gift,31,"Influencers, SMS, Radio","Asir, Qassim"
PROMO15620,2021-05-05,2021-05-30,Unilever,Personal Care,Dove,Dove Soap 90g,BOGO,38,"Radio, Newspaper","Tabuk, Eastern Province"
PROMO84135,2021-05-05,2021-05-28,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,Discount,18,"Newspaper, TV, Influencers",Eastern Province
PROMO82377,2021-05-06,2021-05-21,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,Discount,0,Social Media,Madinah
PROMO19949,2021-05-07,2021-05-23,Almarai,Dairy,Almarai,Almarai Milk 1L,Discount,12,"SMS, Influencers",Riyadh
PROMO51018,2021-05-07,2021-05-30,Almarai,Dairy,Almarai,Almarai Milk 1L,Discount,16,"Social Media, TV","Jazan, Madinah"
PROMO92681,2021-05-08,2021-05-17,PepsiCo,Snacks,Lays,Lays Classic 40g,Discount,26,"Newspaper, Influencers","Hail, Najran, Asir"
PROMO90145,2021-05-09,2021-05-22,Almarai,Dairy,Almarai,Almarai Milk 1L,Free Gift,5,"Radio, SMS, In-Store","Najran, Qassim, Madinah"
PROMO26068,2021-05-11,2021-06-07,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,Bundle,36,"Newspaper, Social Media, Radio",Asir
PROMO63130,2021-05-11,2021-05-18,Unilever,Food,Knorr,Knorr Chicken Cubes,Discount,11,"In-Store, Radio, SMS","Qassim, Al Bahah"
PROMO56373,2021-05-11,2021-05-28,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,Bundle,26,"Influencers, In-Store",Riyadh
PROMO94643,2021-05-13,2021-06-07,Unilever,Personal Care,Lux,Lux Body Wash,Bundle,9,SMS,"Asir, Tabuk, Jazan"
PROMO22702,2021-05-13,2021-06-06,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,BOGO,25,"SMS, TV, In-Store","Qassim, Makkah"
PROMO39617,2021-05-13,2021-06-02,Nestlé,Beverages,Milo,Milo 400g,BOGO,0,"In-Store, TV, Radio",Northern Borders
PROMO26419,2021-05-14,2021-05-31,Nestlé,Confectionery,KitKat,KitKat 4-finger,BOGO,8,"Social Media, TV, Newspaper","Riyadh, Jazan, Asir"
PROMO17791,2021-05-14,2021-06-05,Nestlé,Confectionery,Quality,Quality Street Tin,Bundle,0,"Newspaper, Influencers, In-Store","Northern Borders, Riyadh"
PROMO41776,2021-05-16,2021-05-29,Almarai,Dairy,Lusine,Lusine Cheese 200g,Bundle,0,TV,Asir
PROMO71738,2021-05-16,2021-05-31,Almarai,Juices,Almarai,Almarai Mango 1.5L,Bundle,0,Radio,Riyadh
PROMO81896,2021-05-16,2021-06-04,Nestlé,Beverages,Milo,Milo 400g,Free Gift,22,"TV, In-Store","Riyadh, Eastern Province"
