Date,City,Location,Branch,Store Name,Category,Subcategory,Brand,Product,Units Sold,Sales,Expenses,OSA,Classification,Waste,Waste Reason,Lost from Waste,Salvageable
5/16/2024,Mecca,Al Awali,Branch R,Store R,Frozen Foods,Ready Meals,Brand C,Frozen Pizza Cheese,21.19279571,500.4783838,288.8584068,0.447131955,DS,0,,0,0.00%
5/16/2024,Jeddah,Al Rawdah,Branch G,Store G,Dairy,Yogurt,Brand F,Yogurt Cup Plain,119.1741281,1929.472163,2817.518189,0.34673154,WS,1,Damaged Item,37.9397541,93.02%
5/16/2024,Jeddah,Al Andalus,Branch H,Store H,Beverages,Soft Drinks,Brand A,Pepsi Can 330ml,64,2010.22722,1542,0.931872126,DS,0,,0,0.00%
5/17/2024,Medina,Al Madinah,Branch T,Store T,Bakery,Pastry,Brand B,Muffin Chocolate,30,1061.37108,741,0.194921723,WS,0,,0,0.00%
5/17/2024,Dammam,Al Khobar,Branch N,Store N,Beverages,Juice,Brand H,Orange Juice 1L,30,339.65932,243,0.535677536,MT,0,,0,0.00%
5/17/2024,Jeddah,Al Andalus,Branch J,Store J,Dairy,Cheese,Brand A,Gouda Cheese,5,80.82228,63,0.943165501,MT,0,,0,0.00%
5/17/2024,Medina,Al Madinah,Branch F,Store F,Bakery,Bread,Brand D,Brown Bread,10,176.72424,125,0.210498264,MT,0,,0,0.00%
5/17/2024,Mecca,Al Aziziyah,Branch Q,Store Q,Snacks,Cookies,Brand B,Biscuits Chocolat,6,20.22944,13,0.392127879,DS,0,,0,0.00%
5/17/2024,Jeddah,Al Hamra,Branch R,Store R,Frozen Foods,Ready Meals,Brand H,Frozen Pizza Vegetarian,62,567.2744,431,0.020819108,DS,0,,0,0.00%
5/17/2024,Medina,Al Qiblatayn,Branch Q,Store Q,Bakery,Bread,Brand C,Brown Bread,119.5896595,1162.99552,603.5727738,0.208624892,DS,0,,0,0.00%
5/17/2024,Riyadh,Al Nakheel,Branch Q,Store Q,Snacks,Chips,Brand I,Potato Chips Vinegar,134.5172344,2075.655188,1515.191004,0.029931969,DS,0,,0,0.00%
5/17/2024,Riyadh,Al Nakheel,Branch U,Store U,Beverages,Water,Brand G,Mineral Water 500ml,12,108.79484,79,0.97435618,WS,0,,0,0.00%
5/17/2024,Dammam,Al Faisaliyah,Branch H,Store H,Beverages,Juice,Brand H,Orange Juice 1L,6,36.95384,27,0.349699799,DS,0,,0,0.00%
5/17/2024,Medina,Al Qiblatayn,Branch A,Store A,Dairy,Milk,Brand J,Full Fat Milk 1L,8.083799641,112.6803465,56.52312841,0.938493477,SS,0,,0,0.00%
5/17/2024,Dammam,Al Faisaliyah,Branch H,Store H,Frozen Foods,Frozen Meat,Brand I,Chicken Nuggets,55.67936299,1153.725733,847.526214,0.799961979,DS,0,,0,0.00%
5/17/2024,Dammam,Al Faisaliyah,Branch H,Store H,Dairy,Milk,Brand A,Skimmed Milk 1L,35,764.74552,478,0.161772066,DS,0,,0,0.00%
5/17/2024,Dammam,Al Khobar,Branch Y,Store Y,Dairy,Yogurt,Brand H,Yogurt Cup Flavored,13,274.15388,212,0.009718907,MT,0,,0,0.00%
5/18/2024,Medina,Al Madinah,Branch Z,Store Z,Beverages,Soft Drinks,Brand C,Seven Up Can 330ml,70.61317875,927.9823138,358.2104371,0.954241602,MT,0,,0,0.00%
5/18/2024,Medina,Al Qiblatayn,Branch F,Store F,Bakery,Pastry,Brand F,Muffin Plain,122.2698289,3782.990531,1850.508683,0.724939763,MT,32,Product Expired,580.752,0.00%
5/18/2024,Medina,Al Madinah,Branch O,Store O,Frozen Foods,Desserts,Brand A,Ice Cream Vanilla,64,1662.8121,1087,0.824693835,DS,0,,0,0.00%
5/18/2024,Medina,Al Madinah,Branch N,Store N,Frozen Foods,Ready Meals,Brand E,Frozen Kebbeh,49,1225.0332,809,0.58696026,MT,0,,0,0.00%
5/18/2024,Medina,Al Qiblatayn,Branch J,Store J,Frozen Foods,Frozen Meat,Brand I,Hamburger,89.96662115,2909.535992,3877.322043,0.948679061,MT,0,,0,0.00%
5/18/2024,Jeddah,Al Andalus,Branch N,Store N,Snacks,Chips,Brand A,Potato Chips Salts,20,532.4033,391,0.910743293,MT,0,,0,0.00%
5/18/2024,Jeddah,Al Andalus,Branch Q,Store Q,Bakery,Pastry,Brand C,Croissant Chocolat,121.5829511,1689.333813,2057.911806,0.801389443,DS,0,,0,0.00%
5/18/2024,Dammam,Al Faisaliyah,Branch B,Store B,Snacks,Chocolate,Brand E,Chocolat Waffer,31,1231.909,966,0.087988167,DS,0,,0,0.00%
5/18/2024,Medina,Al Qiblatayn,Branch C,Store C,Frozen Foods,Desserts,Brand G,Ice Cream Vanilla,21,55.7101,37,0.402165801,SS,0,,0,0.00%
5/18/2024,Medina,Al Qiblatayn,Branch L,Store L,Bakery,Pastry,Brand F,Muffin Chocolate,89.14208566,1820.007853,1673.840804,0.990812511,WS,24,Product Expired,420.0783673,0.00%
5/18/2024,Riyadh,Olaya,Branch E,Store E,Frozen Foods,Desserts,Brand C,Ice Cream Vanilla,182.3485594,2310.307422,2229.209832,0.075572751,DS,0,,0,0.00%
5/18/2024,Medina,Al Qiblatayn,Branch P,Store P,Snacks,Chocolate,Brand C,Chocolat Waffer,167.8622451,4651.209654,4588.430842,0.156060206,WS,0,,0,0.00%
5/18/2024,Riyadh,Olaya,Branch E,Store E,Bakery,Pastry,Brand H,Croissant Zaatar,22,187.7515,131,0.859194535,DS,0,,0,0.00%
5/19/2024,Medina,Al Qiblatayn,Branch F,Store F,Dairy,Milk,Brand A,Skimmed Milk 1L,85,2735.36328,2000,0.068090479,MT,0,,0,0.00%
5/19/2024,Riyadh,Olaya,Branch K,Store K,Frozen Foods,Desserts,Brand A,Ice Cream Strawberry,49,1569.22584,1077,0.168765825,WS,0,,0,0.00%
5/19/2024,Dammam,Al Shati,Branch X,Store X,Frozen Foods,Frozen Meat,Brand F,Chicken Nuggets,30.69133308,936.9930207,582.4697922,0.341765663,WS,0,,0,0.00%
5/19/2024,Jeddah,Al Andalus,Branch J,Store J,Bakery,Pastry,Brand F,Muffin Chocolate,243.5038359,917.956117,961.5590741,0.68070588,MT,31,Product Expired,194.6041034,0.00%
5/19/2024,Medina,Al Madinah,Branch C,Store C,Frozen Foods,Desserts,Brand J,Ice Cream Vanilla,137.792794,2388.004628,1432.486821,0.178949344,SS,0,,0,0.00%
5/19/2024,Dammam,Al Faisaliyah,Branch X,Store X,Frozen Foods,Frozen Meat,Brand B,Chicken Nuggets,8,28.3296,20,0.585181238,WS,0,,0,0.00%
5/20/2024,Jeddah,Al Rawdah,Branch I,Store I,Snacks,Chocolate,Brand J,Chocolat Waffer,12.2783254,313.5052385,215.2527483,0.705576398,MT,0,,0,0.00%
5/20/2024,Riyadh,Al Malaz,Branch X,Store X,Bakery,Pastry,Brand C,Croissant Zaatar,29.08033841,937.9732282,999.1511064,0.622959533,WS,0,,0,0.00%
5/20/2024,Jeddah,Al Hamra,Branch B,Store B,Beverages,Soft Drinks,Brand B,Pepsi Can 330ml,81,2718.23206,1718,0.569850405,DS,0,,0,0.00%
5/20/2024,Jeddah,Al Rawdah,Branch K,Store K,Beverages,Soft Drinks,Brand E,Pepsi Can 330ml,91,327.80972,259,0.715888811,WS,0,,0,0.00%
5/20/2024,Mecca,Al Awali,Branch Y,Store Y,Snacks,Chocolate,Brand J,Chocolat with Nuts,16.02204203,86.83657386,65.23743551,0.812215249,MT,0,,0,0.00%
5/20/2024,Dammam,Al Faisaliyah,Branch D,Store D,Snacks,Cookies,Brand G,Biscuits Vanilla,89,2755.76134,2010,0.169334051,SS,0,,0,0.00%
5/20/2024,Dammam,Al Shati,Branch U,Store U,Frozen Foods,Ready Meals,Brand E,Frozen Kebbeh,36,1230.40272,830,0.557961846,WS,0,,0,0.00%
5/21/2024,Medina,Al Qiblatayn,Branch X,Store X,Frozen Foods,Ready Meals,Brand B,Frozen Pizza Cheese,65,2053.87992,1528,0.200571181,WS,0,,0,0.00%
5/21/2024,Mecca,Al Aziziyah,Branch I,Store I,Bakery,Pastry,Brand I,Croissant Cheese,89.75524049,1110.210106,881.5037472,0.923611457,MT,0,,0,0.00%
5/21/2024,Mecca,Al Awali,Branch D,Store D,Snacks,Cookies,Brand B,Biscuits Chocolat,62,547.91872,346,0.617950039,SS,0,,0,0.00%
5/21/2024,Medina,Al Qiblatayn,Branch L,Store L,Snacks,Chocolate,Brand B,Chocolat with Nuts,44,894.5802,635,0.859000651,WS,0,,0,0.00%
5/21/2024,Jeddah,Al Hamra,Branch N,Store N,Frozen Foods,Ready Meals,Brand A,Frozen Pizza Vegetarian,43,1550.16012,1118,0.736735092,MT,0,,0,0.00%
5/21/2024,Jeddah,Al Rawdah,Branch L,Store L,Dairy,Cheese,Brand E,Cheddar Cheese,68,2165.42476,1502,0.217059476,WS,0,,0,0.00%
5/21/2024,Riyadh,Al Malaz,Branch M,Store M,Beverages,Soft Drinks,Brand H,Pepsi Can 330ml,9,26.46184,19,0.275462438,SS,0,,0,0.00%
5/21/2024,Dammam,Al Shati,Branch L,Store L,Dairy,Cheese,Brand H,Cheddar Cheese,79,817.9028,528,0.809461302,WS,0,,0,0.00%
5/22/2024,Medina,Al Madinah,Branch N,Store N,Beverages,Juice,Brand C,Apple Juice 1L,75.1333315,762.2869318,429.0748694,0.509929907,MT,0,,0,0.00%
5/22/2024,Medina,Al Qiblatayn,Branch R,Store R,Dairy,Milk,Brand E,Full Fat Milk 1L,35,674.52888,525,0.949044634,DS,0,,0,0.00%
5/22/2024,Dammam,Al Khobar,Branch P,Store P,Bakery,Pastry,Brand D,Croissant Chocolat,79,2968.6254,2251,0.748525234,WS,0,,0,0.00%
5/22/2024,Dammam,Al Shati,Branch O,Store O,Snacks,Chips,Brand F,Potato Chips Salts,72.60985354,678.4600362,349.2536433,0.628038113,DS,0,,0,0.00%
5/22/2024,Medina,Al Madinah,Branch P,Store P,Dairy,Milk,Brand J,Full Fat Milk 1L,215.8644567,3156.199237,747.976503,0.796049832,WS,0,,0,0.00%
5/22/2024,Medina,Al Qiblatayn,Branch T,Store T,Snacks,Chips,Brand D,Potato Chips Ketchup,8,126.20784,91,0.525531101,WS,0,,0,0.00%
5/22/2024,Jeddah,Al Rawdah,Branch P,Store P,Snacks,Chips,Brand E,Potato Chips Salts,92,1981.16226,1272,0.02697672,WS,0,,0,0.00%
5/23/2024,Dammam,Al Shati,Branch H,Store H,Bakery,Pastry,Brand A,Muffin Plain,28,509.1424,397,0.438521583,DS,0,,0,0.00%
5/23/2024,Mecca,Al Awali,Branch F,Store F,Dairy,Cheese,Brand H,Cheddar Cheese,5,132.2112,104,0.026763101,MT,0,,0,0.00%
5/23/2024,Riyadh,Al Nakheel,Branch H,Store H,Frozen Foods,Ready Meals,Brand F,Frozen Kebbeh,120.5724589,1116.028071,869.5431424,0.065165948,DS,0,,0,0.00%
5/23/2024,Mecca,Al Aziziyah,Branch X,Store X,Beverages,Soft Drinks,Brand J,Pepsi Can 330ml,58.69707027,328.8980513,182.6225649,0.385670273,WS,0,,0,0.00%
5/23/2024,Riyadh,Al Malaz,Branch I,Store I,Beverages,Juice,Brand J,Apple Juice 1L,196.0531977,626.8215352,529.2360523,0.463847088,MT,0,,0,0.00%
5/23/2024,Dammam,Al Shati,Branch B,Store B,Snacks,Chocolate,Brand E,Chocolat Waffer,60,1677.9136,1167,0.725494409,DS,0,,0,0.00%
5/23/2024,Mecca,Al Awali,Branch O,Store O,Beverages,Soft Drinks,Brand B,Pepsi Can 330ml,96,2652,1908,0.265409949,DS,0,,0,0.00%
5/23/2024,Mecca,Al Aziziyah,Branch F,Store F,Dairy,Cheese,Brand D,Gouda Cheese,24,63.9232,49,0.747861176,MT,0,,0,0.00%
5/23/2024,Riyadh,Al Malaz,Branch Z,Store Z,Frozen Foods,Frozen Meat,Brand I,Hamburger,222.5711838,5079.828189,3598.881472,0.288326564,MT,0,,0,0.00%
5/23/2024,Dammam,Al Shati,Branch F,Store F,Beverages,Juice,Brand E,Orange Juice 1L,33,329.7216,224,0.569862702,MT,12,Damaged Item,120.0442718,73.03%
5/24/2024,Riyadh,Olaya,Branch Z,Store Z,Bakery,Pastry,Brand E,Croissant Zaatar,27,713.8579,558,0.71706939,MT,0,,0,0.00%
5/24/2024,Jeddah,Al Rawdah,Branch O,Store O,Dairy,Cheese,Brand J,Cheddar Cheese,80.85252268,3625.049792,1236.929393,0.182050192,DS,0,,0,0.00%
5/24/2024,Mecca,Al Awali,Branch H,Store H,Beverages,Water,Brand H,Water Gallon 5L,36,628.0288,401,0.704552142,DS,0,,0,0.00%
5/24/2024,Medina,Al Qiblatayn,Branch F,Store F,Dairy,Yogurt,Brand B,Yogurt Cup Plain,7,75.76982,55,0.624381789,MT,3,Damaged Item,33.61571429,83.30%
5/24/2024,Jeddah,Al Hamra,Branch O,Store O,Beverages,Water,Brand C,Mineral Water 500ml,206.1715423,1698.170426,1076.460519,0.120089669,DS,0,,0,0.00%
5/24/2024,Medina,Al Qiblatayn,Branch Q,Store Q,Frozen Foods,Ready Meals,Brand D,Frozen Pizza Cheese,64,402.52898,242,0.202076418,DS,0,,0,0.00%
5/24/2024,Dammam,Al Shati,Branch X,Store X,Bakery,Pastry,Brand H,Croissant Zaatar,14,136.23176,91,0.756010462,WS,0,,0,0.00%
5/24/2024,Dammam,Al Faisaliyah,Branch G,Store G,Frozen Foods,Ready Meals,Brand I,Frozen Pizza Vegetarian,55.31836866,635.5184885,291.947161,0.285269399,WS,0,,0,0.00%
5/25/2024,Riyadh,Olaya,Branch O,Store O,Snacks,Chocolate,Brand G,Chocolat Waffer,58,1256.80248,769,0.961387999,DS,0,,0,0.00%
5/25/2024,Dammam,Al Faisaliyah,Branch I,Store I,Frozen Foods,Ready Meals,Brand D,Frozen Pizza Cheese,11,218.96892,149,0.827240095,MT,0,,0,0.00%
5/25/2024,Mecca,Al Awali,Branch B,Store B,Beverages,Water,Brand B,Water Gallon 5L,70,2502.32004,1824,0.488889339,DS,0,,0,0.00%
5/25/2024,Medina,Al Qiblatayn,Branch H,Store H,Frozen Foods,Ready Meals,Brand F,Frozen Pizza Cheese,113.1342495,2164.973682,680.2566241,0.25533698,DS,0,,0,0.00%
5/25/2024,Dammam,Al Shati,Branch O,Store O,Beverages,Juice,Brand J,Apple Juice 1L,94.73437683,3545.860374,2687.633812,0.747642938,DS,0,,0,0.00%
5/25/2024,Dammam,Al Faisaliyah,Branch S,Store S,Bakery,Pastry,Brand A,Muffin Plain,10,142.31376,95,0.912280427,SS,0,,0,0.00%
5/25/2024,Mecca,Al Awali,Branch F,Store F,Beverages,Water,Brand D,Mineral Water 1L,92,2405.57364,1468,0.608741004,MT,0,,0,0.00%
5/25/2024,Riyadh,Olaya,Branch B,Store B,Snacks,Chips,Brand B,Potato Chips Ketchup,27,863.1684,629,0.651248097,DS,0,,0,0.00%
5/26/2024,Medina,Al Madinah,Branch Q,Store Q,Snacks,Chips,Brand D,Potato Chips Ketchup,48,437.1334,287,0.704029175,DS,0,,0,0.00%
5/26/2024,Riyadh,Al Nakheel,Branch E,Store E,Beverages,Soft Drinks,Brand A,Seven Up Can 330ml,25,720.51542,494,0.980094367,DS,0,,0,0.00%
5/26/2024,Riyadh,Al Nakheel,Branch I,Store I,Bakery,Pastry,Brand G,Muffin Chocolate,27,571.79096,363,0.811892617,MT,13,Product Expired,285.0185,0.00%
5/26/2024,Medina,Al Madinah,Branch H,Store H,Dairy,Yogurt,Brand B,Yogurt Cup Plain,10,172.98538,131,0.410973694,DS,3,Packaging Defect,56.85321429,66.16%
5/26/2024,Mecca,Al Awali,Branch A,Store A,Snacks,Chocolate,Brand D,Chocolat Waffer,56,632.11074,487,0.392054377,SS,0,,0,0.00%
5/26/2024,Jeddah,Al Rawdah,Branch Z,Store Z,Bakery,Pastry,Brand F,Croissant Chocolat,203.8170873,4623.237596,1288.574874,0.177376911,MT,10,Wrong Store,194.1329004,0.00%
5/26/2024,Jeddah,Al Rawdah,Branch Z,Store Z,Snacks,Cookies,Brand I,Biscuits Chocolat,108.8320023,2928.669607,2191.827191,0.567860141,MT,0,,0,0.00%
5/27/2024,Medina,Al Madinah,Branch C,Store C,Dairy,Cheese,Brand A,Gouda Cheese,89,1055.98944,667,0.398194826,SS,0,,0,0.00%
5/27/2024,Riyadh,Olaya,Branch G,Store G,Frozen Foods,Frozen Meat,Brand G,Chicken Tender,81,2178.99584,1409,0.243438988,WS,0,,0,0.00%
5/27/2024,Mecca,Al Awali,Branch K,Store K,Dairy,Yogurt,Brand D,Yogurt Cup Flavored,30,301.04168,182,0.559494734,WS,0,,0,0.00%
5/28/2024,Dammam,Al Shati,Branch X,Store X,Beverages,Water,Brand F,Mineral Water 1L,107.356366,2959.81774,1863.290764,0.316667982,WS,0,,0,0.00%
5/28/2024,Medina,Al Madinah,Branch A,Store A,Bakery,Pastry,Brand E,Muffin Chocolate,14,371.7417,225,0.067418848,SS,0,,0,0.00%
5/28/2024,Mecca,Al Aziziyah,Branch L,Store L,Beverages,Water,Brand F,Mineral Water 500ml,162.3295126,8996.776428,7079.495653,0.44790385,WS,0,,0,0.00%
5/28/2024,Medina,Al Qiblatayn,Branch X,Store X,Bakery,Pastry,Brand A,Croissant Zaatar,78,351.3675,250,0.103937183,WS,0,,0,0.00%
5/28/2024,Medina,Al Madinah,Branch I,Store I,Bakery,Pastry,Brand I,Muffin Plain,209.3043279,4142.964767,1610.062628,0.239492594,MT,0,,0,0.00%
5/28/2024,Jeddah,Al Rawdah,Branch T,Store T,Frozen Foods,Ready Meals,Brand D,Frozen Kebbeh,83,2992.1199,2129,0.367762644,WS,0,,0,0.00%
5/28/2024,Jeddah,Al Andalus,Branch X,Store X,Snacks,Chips,Brand D,Potato Chips Salts,58,467.6133,302,0.457542676,WS,0,,0,0.00%
5/28/2024,Dammam,Al Shati,Branch W,Store W,Bakery,Pastry,Brand A,Muffin Plain,45,1214.4198,870,0.886257979,MT,0,,0,0.00%
5/28/2024,Riyadh,Al Nakheel,Branch A,Store A,Frozen Foods,Ready Meals,Brand J,Frozen Pizza Vegetarian,134.0070112,1718.106002,1912.904644,0.615639546,SS,0,,0,0.00%
5/29/2024,Jeddah,Al Hamra,Branch E,Store E,Bakery,Pastry,Brand J,Muffin Chocolate,296.3811895,2604.584903,950.1127342,0.340001664,DS,0,,0,0.00%
5/29/2024,Medina,Al Madinah,Branch R,Store R,Beverages,Soft Drinks,Brand G,Seven Up Can 330ml,8,115.67544,76,0.07530579,DS,0,,0,0.00%
5/29/2024,Riyadh,Olaya,Branch E,Store E,Bakery,Bread,Brand C,Brown Bread,74.86932606,2028.031379,936.4279512,0.977751267,DS,0,,0,0.00%
5/29/2024,Riyadh,Olaya,Branch W,Store W,Frozen Foods,Desserts,Brand J,Ice Cream Vanilla,37.99248284,145.2360943,173.2880878,0.607650293,MT,0,,0,0.00%
5/29/2024,Medina,Al Qiblatayn,Branch X,Store X,Bakery,Pastry,Brand B,Muffin Plain,86,2600.51284,1979,0.884653697,WS,16,Product Expired,487.6494942,0.00%
5/29/2024,Mecca,Al Aziziyah,Branch H,Store H,Dairy,Yogurt,Brand E,Yogurt Cup Plain,65,2106.8056,1320,0.56927217,DS,0,,0,0.00%
5/29/2024,Riyadh,Olaya,Branch O,Store O,Bakery,Pastry,Brand I,Croissant Zaatar,113.559617,2531.931983,2422.360207,0.241709357,DS,0,,0,0.00%
5/30/2024,Medina,Al Qiblatayn,Branch G,Store G,Frozen Foods,Frozen Meat,Brand I,Chicken Tender,111.1350504,1391.418372,678.6973602,0.810907933,WS,0,,0,0.00%
5/30/2024,Riyadh,Al Malaz,Branch U,Store U,Dairy,Cheese,Brand I,Gouda Cheese,25.96371936,174.3217246,124.898102,0.46828847,WS,0,,0,0.00%
5/30/2024,Dammam,Al Khobar,Branch P,Store P,Snacks,Cookies,Brand E,Biscuits Chocolat,87,2919.1934,1812,0.168259584,WS,0,,0,0.00%
5/30/2024,Medina,Al Madinah,Branch X,Store X,Dairy,Cheese,Brand H,Cheddar Cheese,55,1359.0961,1002,0.141719084,WS,0,,0,0.00%
5/30/2024,Medina,Al Qiblatayn,Branch E,Store E,Bakery,Pastry,Brand E,Muffin Plain,64,956.45242,634,0.764793188,DS,0,,0,0.00%
5/30/2024,Dammam,Al Khobar,Branch X,Store X,Frozen Foods,Desserts,Brand B,Ice Cream Strawberry,20,583.51136,422,0.257518172,WS,0,,0,0.00%
5/30/2024,Medina,Al Qiblatayn,Branch E,Store E,Beverages,Soft Drinks,Brand G,Pepsi Can 330ml,54,2083.83602,1615,0.620911916,DS,0,,0,0.00%
5/30/2024,Medina,Al Qiblatayn,Branch X,Store X,Frozen Foods,Ready Meals,Brand C,Frozen Pizza Vegetarian,43.61036622,228.0808154,204.2926458,0.405698965,WS,0,,0,0.00%
5/30/2024,Dammam,Al Khobar,Branch D,Store D,Dairy,Milk,Brand I,Skimmed Milk 1L,73.82653446,223.4138731,176.3747039,0.237140736,SS,0,,0,0.00%
5/30/2024,Jeddah,Al Hamra,Branch F,Store F,Beverages,Water,Brand A,Mineral Water 500ml,41,1320.32872,1025,0.974881189,MT,0,,0,0.00%
5/30/2024,Medina,Al Madinah,Branch O,Store O,Snacks,Cookies,Brand E,Biscuits Chocolat,47,1618.6976,1014,0.446569294,DS,0,,0,0.00%
5/30/2024,Medina,Al Madinah,Branch N,Store N,Beverages,Water,Brand E,Mineral Water 500ml,57,2068.52212,1303,0.508503216,MT,0,,0,0.00%
5/30/2024,Jeddah,Al Hamra,Branch S,Store S,Snacks,Chocolate,Brand D,Chocolat with Nuts,45,619.42972,452,0.943036055,SS,0,,0,0.00%
5/30/2024,Jeddah,Al Rawdah,Branch W,Store W,Frozen Foods,Desserts,Brand C,Ice Cream Strawberry,104.8764225,2166.094906,3311.062309,0.450081212,MT,0,,0,0.00%
5/30/2024,Mecca,Al Aziziyah,Branch X,Store X,Beverages,Water,Brand J,Mineral Water 500ml,10.2278805,356.2353891,89.84334207,0.069896119,WS,0,,0,0.00%
5/31/2024,Jeddah,Al Andalus,Branch Q,Store Q,Dairy,Milk,Brand F,Skimmed Milk 1L,15.18997247,616.7495604,317.5526825,0.092437747,DS,1,Damaged Item,31.62428571,33.02%
5/31/2024,Medina,Al Madinah,Branch Z,Store Z,Bakery,Pastry,Brand H,Croissant Chocolat,95,2981.6976,1968,0.782959101,MT,0,,0,0.00%
5/31/2024,Riyadh,Olaya,Branch I,Store I,Dairy,Yogurt,Brand D,Yogurt Cup Flavored,30,473.46432,375,0.390829348,MT,0,,0,0.00%
5/31/2024,Riyadh,Olaya,Branch Z,Store Z,Frozen Foods,Ready Meals,Brand I,Frozen Pizza Cheese,214.357641,3957.929783,1337.471097,0.461550617,MT,0,,0,0.00%
5/31/2024,Jeddah,Al Hamra,Branch X,Store X,Beverages,Juice,Brand D,Carrot Juice 1L,23,364.35504,224,0.012253512,WS,0,,0,0.00%
5/31/2024,Mecca,Al Aziziyah,Branch V,Store V,Snacks,Cookies,Brand C,Biscuits Strawberry,45.35732227,2456.677616,2389.171716,0.830834412,SS,0,,0,0.00%
5/31/2024,Riyadh,Al Malaz,Branch P,Store P,Dairy,Yogurt,Brand A,Yogurt Cup Flavored,72,755.05248,534,0.919964115,WS,0,,0,0.00%
6/1/2024,Riyadh,Al Nakheel,Branch Q,Store Q,Snacks,Chocolate,Brand A,Chocolat Waffer,62,1300.60372,1022,0.786252125,DS,0,,0,0.00%
6/1/2024,Medina,Al Qiblatayn,Branch L,Store L,Beverages,Soft Drinks,Brand C,Pepsi Can 330ml,108.3297558,2811.057925,1901.273261,0.292350727,WS,0,,0,0.00%
6/1/2024,Riyadh,Al Malaz,Branch U,Store U,Dairy,Yogurt,Brand C,Yogurt Cup Flavored,145.0893196,1276.872569,1324.058477,0.115661439,WS,0,,0,0.00%
6/1/2024,Medina,Al Madinah,Branch V,Store V,Frozen Foods,Ready Meals,Brand H,Frozen Kebbeh,19,353.17958,251,0.548986141,SS,0,,0,0.00%
6/2/2024,Medina,Al Madinah,Branch S,Store S,Beverages,Water,Brand H,Water Gallon 5L,8,271.2928,184,0.006201129,SS,0,,0,0.00%
6/2/2024,Dammam,Al Faisaliyah,Branch W,Store W,Beverages,Juice,Brand I,Orange Juice 1L,36.11051139,506.0894992,410.5201042,0.103708392,MT,0,,0,0.00%
6/2/2024,Riyadh,Olaya,Branch D,Store D,Frozen Foods,Ready Meals,Brand D,Frozen Kebbeh,32,63.9914,45,0.356785185,SS,0,,0,0.00%
6/2/2024,Jeddah,Al Hamra,Branch X,Store X,Frozen Foods,Frozen Meat,Brand G,Chicken Tender,73,659.3246,477,0.906148629,WS,0,,0,0.00%
6/2/2024,Dammam,Al Khobar,Branch I,Store I,Snacks,Chips,Brand E,Potato Chips Salts,78,180.7746,137,0.766934583,MT,0,,0,0.00%
6/2/2024,Mecca,Al Aziziyah,Branch B,Store B,Beverages,Soft Drinks,Brand B,Mirinda Can 330ml,72,522.2026,374,0.156252632,DS,0,,0,0.00%
6/2/2024,Jeddah,Al Rawdah,Branch F,Store F,Frozen Foods,Ready Meals,Brand J,Frozen Pizza Cheese,172.8565631,1089.480343,477.4249855,0.236426384,MT,0,,0,0.00%
6/2/2024,Jeddah,Al Rawdah,Branch V,Store V,Bakery,Bread,Brand H,White Bread,92,277.3754,195,0.648805653,SS,0,,0,0.00%
6/2/2024,Jeddah,Al Hamra,Branch P,Store P,Bakery,Pastry,Brand A,Muffin Plain,52,603.1362,416,0.775142347,WS,0,,0,0.00%
6/2/2024,Dammam,Al Shati,Branch O,Store O,Frozen Foods,Frozen Meat,Brand E,Chicken Nuggets,9,31.8172,25,0.559042727,DS,0,,0,0.00%
6/2/2024,Mecca,Al Awali,Branch Z,Store Z,Dairy,Milk,Brand A,Full Fat Milk 1L,39,1432.7022,928,0.39196422,MT,0,,0,0.00%
6/2/2024,Medina,Al Madinah,Branch F,Store F,Beverages,Soft Drinks,Brand G,Pepsi Can 330ml,47,849.1228,594,0.923053223,MT,0,,0,0.00%
6/2/2024,Riyadh,Al Malaz,Branch C,Store C,Frozen Foods,Ready Meals,Brand F,Frozen Kebbeh,206.0348308,6440.756054,7602.537218,0.463268973,SS,0,,0,0.00%
6/3/2024,Jeddah,Al Rawdah,Branch R,Store R,Dairy,Milk,Brand E,Full Fat Milk 1L,11,247.9329,169,0.802948978,DS,0,,0,0.00%
6/3/2024,Medina,Al Madinah,Branch T,Store T,Snacks,Cookies,Brand G,Biscuits Strawberry,29,437.22306,266,0.508529288,WS,0,,0,0.00%
6/3/2024,Medina,Al Qiblatayn,Branch I,Store I,Frozen Foods,Ready Meals,Brand I,Frozen Pizza Vegetarian,164.3168267,4050.325153,3367.862391,0.948172481,MT,0,,0,0.00%
6/3/2024,Riyadh,Al Nakheel,Branch M,Store M,Bakery,Pastry,Brand G,Croissant Zaatar,42,475.31502,299,0.671111016,SS,15,Incorrect Labeling,172.2904959,48.19%
6/3/2024,Riyadh,Al Nakheel,Branch B,Store B,Frozen Foods,Frozen Meat,Brand A,Hamburger,92,359.37702,244,0.516051029,DS,0,,0,0.00%
6/3/2024,Dammam,Al Faisaliyah,Branch U,Store U,Bakery,Bread,Brand C,White Bread,81.95192362,1046.666755,978.2156465,0.227114158,WS,0,,0,0.00%
6/3/2024,Mecca,Al Awali,Branch Y,Store Y,Dairy,Cheese,Brand C,Cheddar Cheese,78.22215548,2540.691545,1483.771485,0.744913024,MT,0,,0,0.00%
6/3/2024,Riyadh,Olaya,Branch C,Store C,Snacks,Chips,Brand A,Potato Chips Ketchup,8,217.47438,165,0.211770484,SS,0,,0,0.00%
