Audit_ID,Audit_Date,Region,City,Parent_Company,Category,Brand,Product,Shelf_Location,System_Stock,Physical_Stock,Expiry_Date,Quality_Status,Planogram_Compliance,Price_Accuracy,Promo_Execution,Variance_Pct
AUD147862,15/05/2022,Najran,Al Kharkhir,Nestlé,Beverages,Milo,Milo 400g,A2-S4,34,77,26/04/2023,OK,Yes,Correct,Minor Issues,126.47
AUD897233,23/12/2024,Jazan,Abu Arish,Almarai,Juices,Almarai,Almarai Mango 1.5L,A6-S1,99,17,25/01/2025,OK,Yes,Correct,Minor Issues,-82.83
AUD781810,17/11/2023,Riyadh,Al Kharj,PepsiCo,Beverages,7Up,7Up 1L Bottle,A5-S5,169,92,31/12/2023,Damaged,No,Incorrect,Minor Issues,-45.56
AUD484249,05/03/2025,Qassim,Al Badayea,Almarai,Dairy,Almarai,Almarai Milk 1L,A6-S5,185,202,26/06/2025,OK,Yes,Correct,Minor Issues,9.19
AUD694016,14/04/2022,Riyadh,Al Majmaah,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A5-S5,86,48,17/05/2022,OK,Partial,Correct,Minor Issues,-44.19
AUD260401,25/10/2022,Makkah,Al Khurmah,Almarai,Dairy,Almarai,Almarai Milk 1L,A6-S2,98,22,18/08/2023,OK,Yes,Correct,Perfect,-77.55
AUD959701,13/08/2022,Najran,Thar,Almarai,Dairy,Almarai,Almarai Milk 1L,A6-S1,137,40,12/04/2023,OK,Yes,Correct,Perfect,-70.8
AUD590099,06/07/2024,Asir,Khamis Mushait,Almarai,Juices,Almarai,Almarai Mango 1.5L,A5-S1,83,15,03/04/2025,OK,Yes,Correct,Perfect,-81.93
AUD518762,30/04/2023,Hail,Al Sulaimi,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A4-S1,135,113,27/09/2023,OK,Partial,Correct,Perfect,-16.3
AUD361912,23/03/2022,Madinah,Badr,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A5-S4,31,116,09/10/2022,OK,Yes,Correct,Perfect,274.19
AUD443438,06/10/2020,Tabuk,Tabuk,Almarai,Dairy,Lusine,Lusine Cheese 200g,A3-S5,171,160,16/08/2021,OK,Yes,Incorrect,Perfect,-6.43
AUD827934,18/02/2025,Tabuk,Haql,PepsiCo,Snacks,Lays,Lays Classic 40g,A6-S4,99,37,03/07/2025,OK,Yes,Correct,Perfect,-62.63
AUD337326,12/09/2021,Qassim,Al Badayea,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A4-S2,170,73,28/07/2022,OK,Yes,Correct,Not Executed,-57.06
AUD714766,14/04/2024,Riyadh,Huraymila,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A2-S1,159,85,24/07/2024,OK,Partial,Correct,Perfect,-46.54
AUD616308,08/02/2023,Asir,Muhayil,Unilever,Food,Lipton,Lipton Yellow Label 100g,A5-S1,160,29,07/08/2023,OK,Partial,Correct,Perfect,-81.88
AUD482378,27/01/2022,Madinah,Badr,PepsiCo,Snacks,Lays,Lays Classic 40g,A3-S1,91,100,17/10/2022,OK,Yes,Correct,Minor Issues,9.89
AUD311234,25/05/2020,Al Bahah,Al Qara,Almarai,Juices,Almarai,Almarai Mango 1.5L,A1-S4,51,59,27/04/2021,OK,Yes,Incorrect,Perfect,15.69
AUD163537,05/10/2024,Al Bahah,Al Bahah,Nestlé,Dairy,Nido,Nido 900g,A6-S2,89,56,14/06/2025,OK,Yes,Correct,Perfect,-37.08
AUD334857,31/12/2023,Jazan,Jazan,Unilever,Personal Care,Lux,Lux Body Wash,A4-S2,112,63,20/03/2024,OK,Yes,Correct,Perfect,-43.75
AUD595777,27/10/2024,Tabuk,Tabuk,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A1-S4,105,175,05/08/2025,OK,Yes,Correct,Not Executed,66.67
AUD500277,08/07/2023,Jazan,Al Aradah,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A1-S5,168,33,15/12/2023,Near Expiry,Yes,Correct,Not Executed,-80.36
AUD972212,10/02/2020,Asir,Muhayil,Nestlé,Beverages,Milo,Milo 400g,A1-S2,124,108,26/08/2020,OK,Yes,Correct,Not Executed,-12.9
AUD271557,07/12/2023,Northern Borders,Turaif,Nestlé,Beverages,Milo,Milo 400g,A3-S2,165,47,19/09/2024,OK,Yes,Correct,Perfect,-71.52
AUD466304,03/06/2023,Al Bahah,Qilwah,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A6-S3,151,151,27/07/2023,OK,Yes,Incorrect,Perfect,0
AUD871998,22/11/2021,Hail,Al Hazm,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A3-S1,180,200,27/07/2022,OK,No,Correct,Perfect,11.11
AUD128961,03/02/2024,Najran,Hubuna,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A3-S1,156,153,01/11/2024,OK,Yes,Correct,Perfect,-1.92
AUD476779,16/07/2020,Qassim,Ar Rass,Unilever,Personal Care,Dove,Dove Soap 90g,A1-S4,53,17,19/02/2021,Damaged,Yes,Correct,Perfect,-67.92
AUD352190,18/09/2021,Tabuk,Umluj,Almarai,Juices,Almarai,Almarai Apple 1.5L,A4-S2,74,80,02/05/2022,OK,Yes,Correct,Perfect,8.11
AUD487686,11/03/2025,Northern Borders,Arar,Nestlé,Dairy,Nido,Nido 900g,A5-S5,98,34,11/08/2025,OK,Yes,Correct,Perfect,-65.31
AUD505110,09/07/2024,Najran,Sharurah,Unilever,Food,Lipton,Lipton Yellow Label 100g,A1-S4,199,53,29/01/2025,OK,Yes,Correct,Minor Issues,-73.37
AUD403396,19/03/2025,Hail,Al Sulaimi,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A5-S5,191,156,01/06/2025,OK,Yes,Correct,Not Executed,-18.32
AUD286450,08/02/2025,Madinah,Al Henakiyah,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A2-S4,63,131,09/08/2025,OK,Yes,Correct,Perfect,107.94
AUD537122,31/05/2020,Jazan,Sabya,Almarai,Dairy,Lusine,Lusine Cheese 200g,A5-S4,111,36,12/03/2021,OK,Yes,Correct,Perfect,-67.57
AUD124746,13/05/2022,Eastern Province,Khobar,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A2-S1,65,30,02/07/2022,Near Expiry,Yes,Correct,Minor Issues,-53.85
AUD704537,29/06/2021,Madinah,Al Henakiyah,Nestlé,Beverages,Milo,Milo 400g,A4-S3,30,66,21/03/2022,OK,Yes,Correct,Perfect,120
AUD247484,06/01/2025,Madinah,Al Ula,Nestlé,Confectionery,Quality,Quality Street Tin,A5-S4,122,124,14/07/2025,Damaged,Yes,Correct,Perfect,1.64
AUD225779,22/11/2024,Asir,Khamis Mushait,Unilever,Personal Care,Dove,Dove Soap 90g,A5-S4,70,92,26/08/2025,OK,Yes,Correct,Perfect,31.43
AUD895638,19/08/2020,Eastern Province,Jubail,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A4-S4,62,190,06/02/2021,Damaged,Yes,Correct,Perfect,206.45
AUD261988,20/04/2020,Makkah,Al Qunfudhah,Nestlé,Dairy,Nido,Nido 900g,A4-S3,159,38,11/11/2020,Damaged,Yes,Correct,Perfect,-76.1
AUD974186,10/02/2024,Hail,Al Makhrouq,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A4-S2,94,42,27/05/2024,OK,Yes,Correct,Perfect,-55.32
AUD139620,18/11/2022,Eastern Province,Dammam,Almarai,Juices,Almarai,Almarai Apple 1.5L,A3-S2,152,183,05/09/2023,OK,Yes,Correct,Minor Issues,20.39
AUD219105,30/12/2022,Eastern Province,Khobar,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A4-S3,189,21,19/07/2023,OK,Yes,Correct,Perfect,-88.89
AUD768918,08/10/2023,Hail,Al Sulaimi,Unilever,Personal Care,Lux,Lux Body Wash,A6-S3,187,116,25/05/2024,OK,Yes,Correct,Minor Issues,-37.97
AUD879704,13/03/2022,Hail,Baqa,Almarai,Dairy,Almarai,Almarai Milk 1L,A1-S4,51,139,18/12/2022,OK,Yes,Correct,Perfect,172.55
AUD588176,27/01/2021,Qassim,Al Bukayriyah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A6-S5,129,22,09/07/2021,OK,Yes,Correct,Perfect,-82.95
AUD406049,07/12/2023,Northern Borders,Al Wasita,Unilever,Personal Care,Lux,Lux Body Wash,A2-S3,152,61,25/06/2024,OK,Yes,Correct,Minor Issues,-59.87
AUD217474,25/03/2022,Riyadh,Thadiq,Almarai,Juices,Almarai,Almarai Mango 1.5L,A4-S1,74,74,20/01/2023,OK,Yes,Correct,Minor Issues,0
AUD438387,27/08/2020,Najran,Badr Al Janub,PepsiCo,Snacks,Lays,Lays Classic 40g,A6-S5,126,178,26/10/2020,OK,Yes,Correct,Perfect,41.27
AUD473522,27/03/2023,Jazan,Samtah,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A5-S5,192,134,07/01/2024,OK,Yes,Correct,Perfect,-30.21
AUD199974,27/01/2020,Qassim,Al Asyah,Nestlé,Confectionery,Quality,Quality Street Tin,A2-S5,185,61,27/09/2020,OK,Yes,Correct,Perfect,-67.03
AUD207196,21/04/2025,Eastern Province,Dammam,PepsiCo,Snacks,Lays,Lays Classic 40g,A1-S5,30,67,01/09/2025,OK,Yes,Correct,Perfect,123.33
AUD468857,22/12/2020,Northern Borders,Turaif,Nestlé,Confectionery,KitKat,KitKat 4-finger,A5-S4,130,107,27/04/2021,OK,Yes,Correct,Perfect,-17.69
AUD418718,11/01/2020,Asir,Bisha,PepsiCo,Beverages,7Up,7Up 1L Bottle,A5-S5,186,183,08/04/2020,OK,Yes,Correct,Perfect,-1.61
AUD402873,04/05/2020,Eastern Province,Dammam,Almarai,Juices,Almarai,Almarai Apple 1.5L,A6-S5,99,155,27/06/2020,OK,Yes,Correct,Perfect,56.57
AUD828996,10/01/2020,Makkah,Al Jumum,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A6-S4,93,72,15/11/2020,OK,Yes,Correct,Not Executed,-22.58
AUD686733,27/04/2021,Al Bahah,Qilwah,Unilever,Food,Knorr,Knorr Chicken Cubes,A6-S4,36,142,23/03/2022,OK,Partial,Correct,Minor Issues,294.44
AUD948488,18/11/2021,Tabuk,Duba,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A4-S5,55,192,22/03/2022,OK,Partial,Correct,Perfect,249.09
AUD486548,14/07/2021,Al Bahah,Qilwah,Nestlé,Confectionery,KitKat,KitKat 4-finger,A1-S5,179,78,27/11/2021,OK,Partial,Correct,Not Executed,-56.42
AUD141482,15/12/2023,Qassim,Ar Rass,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A4-S1,34,84,19/04/2024,OK,Yes,Correct,Perfect,147.06
AUD676668,20/11/2022,Northern Borders,Al Nairyah,Almarai,Dairy,Almarai,Almarai Milk 1L,A4-S2,151,78,12/08/2023,Damaged,Yes,Correct,Perfect,-48.34
AUD957822,02/11/2022,Najran,Badr Al Janub,Almarai,Dairy,Lusine,Lusine Cheese 200g,A4-S3,146,109,16/08/2023,OK,Partial,Correct,Minor Issues,-25.34
AUD561171,16/12/2021,Riyadh,Riyadh,Unilever,Food,Lipton,Lipton Yellow Label 100g,A3-S3,196,70,12/08/2022,OK,Partial,Correct,Perfect,-64.29
AUD671489,11/11/2021,Riyadh,Dhurma,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A4-S4,184,159,19/10/2022,OK,Partial,Correct,Perfect,-13.59
AUD832356,26/06/2023,Tabuk,Tayma,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A1-S5,175,178,12/01/2024,OK,Yes,Correct,Perfect,1.71
AUD811571,02/02/2024,Al Bahah,Baljurashi,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A3-S5,114,187,01/10/2024,OK,Partial,Correct,Minor Issues,64.04
AUD788905,24/08/2020,Najran,Najran,Almarai,Dairy,Lusine,Lusine Cheese 200g,A3-S4,136,27,10/10/2020,OK,Yes,Correct,Perfect,-80.15
AUD806459,24/10/2021,Najran,Hubuna,Almarai,Juices,Almarai,Almarai Apple 1.5L,A4-S3,159,156,01/05/2022,OK,Partial,Incorrect,Minor Issues,-1.89
AUD876355,08/11/2020,Tabuk,Umluj,Almarai,Juices,Almarai,Almarai Mango 1.5L,A4-S1,140,162,07/04/2021,Damaged,Partial,Incorrect,Perfect,15.71
AUD921075,11/11/2024,Northern Borders,Rafha,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A6-S1,138,62,04/07/2025,OK,Yes,Correct,Perfect,-55.07
AUD495969,04/08/2023,Eastern Province,Jubail,Unilever,Food,Lipton,Lipton Yellow Label 100g,A4-S5,197,103,06/09/2023,Damaged,Yes,Correct,Perfect,-47.72
AUD485548,30/06/2020,Qassim,Unaizah,Unilever,Personal Care,Lux,Lux Body Wash,A5-S3,175,102,19/11/2020,Damaged,Partial,Correct,Perfect,-41.71
AUD679726,30/09/2023,Jazan,Sabya,Nestlé,Dairy,Cerelac,Cerelac Wheat 400g,A2-S4,75,177,05/12/2023,OK,Partial,Incorrect,Perfect,136
AUD631394,15/01/2024,Eastern Province,Ras Tanura,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A6-S5,153,198,02/01/2025,OK,Yes,Correct,Minor Issues,29.41
AUD328307,05/02/2025,Northern Borders,Al Wasita,PepsiCo,Beverages,7Up,7Up 1L Bottle,A2-S4,29,65,12/09/2025,OK,Yes,Correct,Perfect,124.14
AUD628138,31/08/2022,Riyadh,Al Majmaah,Nestlé,Confectionery,Quality,Quality Street Tin,A2-S4,140,44,02/05/2023,OK,Yes,Correct,Minor Issues,-68.57
AUD342436,15/01/2025,Qassim,Ar Rass,Nestlé,Confectionery,Quality,Quality Street Tin,A1-S4,113,69,24/03/2025,Near Expiry,Yes,Correct,Minor Issues,-38.94
AUD769823,27/02/2023,Jazan,Abu Arish,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A2-S3,172,141,23/06/2023,OK,Yes,Correct,Perfect,-18.02
AUD696407,16/03/2021,Tabuk,Al Wajh,Almarai,Dairy,Lusine,Lusine Cheese 200g,A2-S4,172,61,20/04/2021,OK,Yes,Correct,Perfect,-64.53
AUD235025,02/09/2021,Hail,Hail,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A1-S2,128,73,10/02/2022,Near Expiry,Yes,Correct,Perfect,-42.97
AUD759503,06/02/2025,Qassim,Al Mithnab,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A3-S5,130,53,18/04/2025,OK,Yes,Correct,Perfect,-59.23
AUD669077,01/01/2020,Madinah,Mahd Al Thahab,Nestlé,Confectionery,Quality,Quality Street Tin,A3-S3,72,183,05/11/2020,OK,Yes,Correct,Perfect,154.17
AUD801828,27/04/2022,Tabuk,Al Wajh,Nestlé,Dairy,Nido,Nido 900g,A1-S1,199,102,29/01/2023,OK,Yes,Correct,Perfect,-48.74
AUD655115,06/02/2020,Eastern Province,Ras Tanura,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A5-S3,122,199,30/10/2020,OK,Yes,Correct,Perfect,63.11
AUD213076,01/09/2024,Najran,Hubuna,Unilever,Personal Care,Dove,Dove Soap 90g,A4-S3,156,99,10/10/2024,OK,Yes,Correct,Perfect,-36.54
AUD471162,02/04/2023,Al Bahah,Al Mandaq,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A3-S5,63,100,15/11/2023,Damaged,No,Correct,Perfect,58.73
AUD607935,26/06/2021,Tabuk,Duba,Almarai,Dairy,Lusine,Lusine Cheese 200g,A3-S5,86,166,26/11/2021,OK,Partial,Correct,Perfect,93.02
AUD656128,24/10/2023,Najran,Sharurah,Unilever,Food,Knorr,Knorr Chicken Cubes,A1-S4,124,175,07/07/2024,OK,Yes,Correct,Minor Issues,41.13
AUD384126,04/02/2023,Asir,Tanomah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A1-S1,42,195,05/12/2023,OK,Yes,Correct,Perfect,364.29
AUD238843,21/08/2024,Tabuk,Al Bidaa,Nestlé,Beverages,Milo,Milo 400g,A4-S2,77,41,11/04/2025,OK,Yes,Correct,Minor Issues,-46.75
AUD628430,04/03/2025,Madinah,Mahd Al Thahab,Unilever,Food,Knorr,Knorr Chicken Cubes,A4-S3,145,33,26/01/2026,OK,Yes,Correct,Minor Issues,-77.24
AUD584881,06/03/2022,Madinah,Al Ula,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A6-S4,47,114,29/06/2022,OK,Yes,Correct,Perfect,142.55
AUD420277,14/07/2022,Madinah,Khaybar,Almarai,Juices,Almarai,Almarai Mango 1.5L,A2-S5,184,195,02/10/2022,OK,Yes,Correct,Perfect,5.98
AUD644498,29/04/2024,Makkah,Jeddah,Almarai,Juices,Almarai,Almarai Mango 1.5L,A6-S5,65,59,15/01/2025,OK,Yes,Correct,Not Executed,-9.23
AUD723541,15/08/2023,Al Bahah,Al Mandaq,Almarai,Juices,Almarai,Almarai Mango 1.5L,A2-S1,47,160,30/09/2023,OK,Partial,Correct,Minor Issues,240.43
AUD616176,12/05/2022,Asir,Balqarn,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A6-S4,62,134,30/04/2023,OK,Yes,Correct,Perfect,116.13
AUD311736,29/11/2020,Eastern Province,Qatif,Unilever,Personal Care,Lux,Lux Body Wash,A1-S4,21,68,02/11/2021,OK,Yes,Correct,Perfect,223.81
AUD675103,15/10/2023,Al Bahah,Al Makhwah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A1-S4,48,124,01/02/2024,OK,Partial,Correct,Perfect,158.33
AUD187845,21/05/2022,Qassim,Unaizah,PepsiCo,Snacks,Lays,Lays Classic 40g,A6-S3,162,172,23/11/2022,OK,Yes,Incorrect,Minor Issues,6.17
AUD963768,23/07/2023,Qassim,Al Bukayriyah,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A2-S5,106,198,21/11/2023,OK,Partial,Correct,Minor Issues,86.79
AUD410451,04/04/2021,Riyadh,Al Majmaah,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A4-S3,152,196,11/09/2021,OK,Yes,Correct,Perfect,28.95
AUD693449,07/02/2023,Al Bahah,Al Aqiq,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A6-S4,131,84,13/08/2023,OK,Yes,Correct,Perfect,-35.88
AUD935640,10/03/2022,Riyadh,Al Kharj,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A3-S5,181,172,19/12/2022,OK,Yes,Correct,Perfect,-4.97
AUD247681,12/05/2023,Jazan,Sabya,Almarai,Dairy,Lusine,Lusine Cheese 200g,A5-S5,96,38,12/12/2023,OK,No,Incorrect,Minor Issues,-60.42
AUD716292,22/05/2024,Asir,Tanomah,Nestlé,Beverages,Nescafé,Nescafé Classic 200g,A4-S5,138,34,13/04/2025,OK,Yes,Correct,Perfect,-75.36
AUD573706,09/05/2023,Eastern Province,Dammam,Unilever,Personal Care,Lux,Lux Body Wash,A1-S3,25,170,06/10/2023,OK,Yes,Correct,Perfect,580
AUD589020,10/02/2023,Hail,Al Hazm,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A1-S3,99,31,09/01/2024,Near Expiry,Partial,Correct,Minor Issues,-68.69
AUD472645,31/10/2020,Najran,Yadamah,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A6-S4,27,100,15/12/2020,OK,No,Incorrect,Not Executed,270.37
AUD668783,09/10/2023,Asir,Khamis Mushait,Unilever,Personal Care,Dove,Dove Soap 90g,A2-S5,119,157,07/05/2024,OK,Yes,Correct,Perfect,31.93
AUD784603,07/03/2022,Jazan,Samtah,Procter & Gamble,Home Care,Ariel,Ariel Detergent 3kg,A1-S4,120,201,21/04/2022,OK,Yes,Correct,Minor Issues,67.5
AUD353957,07/11/2023,Asir,Khamis Mushait,Almarai,Juices,Almarai,Almarai Mango 1.5L,A5-S3,139,156,26/07/2024,OK,No,Correct,Perfect,12.23
AUD700833,31/03/2022,Al Bahah,Al Mandaq,Unilever,Food,Lipton,Lipton Yellow Label 100g,A4-S4,132,108,16/10/2022,OK,Yes,Correct,Minor Issues,-18.18
AUD627713,20/07/2024,Hail,Al Sulaimi,Almarai,Juices,Almarai,Almarai Mango 1.5L,A6-S3,118,54,13/03/2025,OK,Yes,Correct,Perfect,-54.24
AUD689191,12/09/2021,Najran,Al Kharkhir,Unilever,Food,Lipton,Lipton Yellow Label 100g,A1-S1,29,158,13/07/2022,OK,Yes,Correct,Perfect,444.83
AUD960335,19/11/2020,Najran,Al Kharkhir,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A5-S1,116,76,07/05/2021,OK,Yes,Correct,Perfect,-34.48
AUD379365,22/03/2023,Madinah,Al Ula,Nestlé,Dairy,Nido,Nido 900g,A2-S3,145,185,05/07/2023,OK,Yes,Correct,Minor Issues,27.59
AUD622572,06/04/2024,Eastern Province,Hafr Al Batin,Unilever,Personal Care,Dove,Dove Soap 90g,A5-S2,38,32,30/01/2025,Near Expiry,Yes,Correct,Perfect,-15.79
AUD291840,25/09/2021,Jazan,Al Aradah,Nestlé,Confectionery,KitKat,KitKat 4-finger,A6-S4,142,148,03/02/2022,OK,Yes,Correct,Minor Issues,4.23
AUD199259,09/03/2025,Makkah,Al Jumum,Procter & Gamble,Home Care,Fairy,Fairy Dish Soap,A2-S1,65,41,08/11/2025,OK,No,Correct,Perfect,-36.92
AUD590111,06/07/2023,Qassim,Ar Rass,PepsiCo,Beverages,7Up,7Up 1L Bottle,A4-S2,110,44,14/04/2024,OK,Partial,Correct,Perfect,-60
AUD429428,08/12/2022,Madinah,Yanbu,Unilever,Personal Care,Dove,Dove Soap 90g,A3-S2,101,61,19/06/2023,Damaged,Yes,Correct,Perfect,-39.6
AUD261404,05/08/2024,Tabuk,Al Wajh,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A2-S2,86,128,01/03/2025,OK,Yes,Correct,Perfect,48.84
AUD192650,31/10/2020,Al Bahah,Al Mandaq,PepsiCo,Snacks,Lays,Lays Classic 40g,A1-S1,41,67,04/10/2021,OK,Yes,Correct,Minor Issues,63.41
AUD155771,03/01/2024,Najran,Thar,Unilever,Personal Care,Dove,Dove Soap 90g,A4-S4,86,126,21/03/2024,OK,Yes,Correct,Perfect,46.51
AUD992993,14/08/2022,Makkah,Al Lith,Almarai,Dairy,Almarai,Almarai Milk 1L,A5-S2,70,133,05/12/2022,OK,Yes,Correct,Minor Issues,90
AUD813606,01/10/2024,Al Bahah,Al Qara,Almarai,Dairy,Almarai,Almarai Milk 1L,A2-S5,68,100,18/09/2025,OK,Yes,Correct,Perfect,47.06
AUD738070,21/07/2024,Riyadh,Thadiq,Almarai,Juices,Almarai,Almarai Mango 1.5L,A6-S1,81,160,02/02/2025,OK,Yes,Correct,Perfect,97.53
AUD181504,26/04/2022,Riyadh,Huraymila,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A4-S2,180,138,03/11/2022,OK,Yes,Correct,Perfect,-23.33
AUD769298,04/06/2024,Tabuk,Tabuk,Nestlé,Beverages,Milo,Milo 400g,A1-S5,53,189,09/05/2025,OK,Partial,Correct,Perfect,256.6
AUD226980,03/04/2021,Madinah,Al Henakiyah,Almarai,Juices,Almarai,Almarai Apple 1.5L,A5-S3,102,106,11/08/2021,OK,Yes,Correct,Minor Issues,3.92
AUD986892,27/08/2021,Madinah,Madinah,Nestlé,Confectionery,KitKat,KitKat 4-finger,A5-S3,81,40,05/12/2021,OK,Yes,Correct,Perfect,-50.62
AUD333015,10/11/2020,Northern Borders,Al Wasita,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A2-S2,181,175,07/07/2021,OK,Yes,Correct,Not Executed,-3.31
AUD306118,04/11/2023,Eastern Province,Hafr Al Batin,Procter & Gamble,Personal Care,Pantene,Pantene Shampoo 400ml,A4-S5,126,155,04/03/2024,Near Expiry,Yes,Correct,Minor Issues,23.02
AUD807902,05/05/2022,Asir,Khamis Mushait,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A4-S3,179,66,10/04/2023,OK,Yes,Incorrect,Perfect,-63.13
AUD481563,25/10/2022,Asir,Bisha,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A4-S5,150,138,28/11/2022,OK,Yes,Correct,Perfect,-8
AUD482634,23/05/2023,Jazan,Samtah,Almarai,Dairy,Lusine,Lusine Cheese 200g,A6-S4,33,115,08/01/2024,OK,Yes,Correct,Perfect,248.48
AUD631716,14/01/2021,Al Bahah,Al Aqiq,Almarai,Juices,Almarai,Almarai Apple 1.5L,A6-S4,92,83,09/12/2021,Damaged,Partial,Correct,Perfect,-9.78
AUD625322,12/12/2021,Hail,Al Makhrouq,Unilever,Food,Lipton,Lipton Yellow Label 100g,A5-S4,111,153,11/02/2022,Damaged,Yes,Correct,Perfect,37.84
AUD802214,30/06/2022,Eastern Province,Dammam,Almarai,Dairy,Almarai,Almarai Milk 1L,A1-S2,66,76,21/01/2023,OK,Yes,Correct,Minor Issues,15.15
AUD837878,11/07/2021,Asir,Khamis Mushait,Unilever,Food,Knorr,Knorr Chicken Cubes,A4-S3,197,131,08/04/2022,OK,Yes,Correct,Minor Issues,-33.5
AUD493234,16/01/2022,Eastern Province,Qatif,Unilever,Personal Care,Dove,Dove Soap 90g,A3-S2,91,163,11/07/2022,OK,Yes,Correct,Perfect,79.12
AUD641756,22/10/2023,Makkah,Jeddah,Nestlé,Confectionery,KitKat,KitKat 4-finger,A4-S1,49,127,07/10/2024,Expired,Yes,Correct,Minor Issues,159.18
AUD582477,08/01/2025,Najran,Badr Al Janub,Almarai,Juices,Almarai,Almarai Mango 1.5L,A1-S3,158,55,09/03/2025,OK,Partial,Correct,Perfect,-65.19
AUD854252,22/02/2024,Madinah,Al Ula,Procter & Gamble,Personal Care,Gillette,Gillette Razor,A6-S4,80,116,24/03/2024,Near Expiry,Yes,Correct,Perfect,45
AUD863061,18/06/2022,Jazan,Al Aradah,Almarai,Dairy,Almarai,Almarai Milk 1L,A1-S3,119,78,12/09/2022,OK,Yes,Correct,Perfect,-34.45
AUD177483,29/04/2024,Makkah,Al Qunfudhah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A6-S3,185,42,07/01/2025,OK,Partial,Correct,Minor Issues,-77.3
AUD137681,07/09/2021,Najran,Yadamah,Unilever,Food,Lipton,Lipton Yellow Label 100g,A1-S4,195,203,11/12/2021,OK,Yes,Correct,Perfect,4.1
AUD295200,17/12/2021,Riyadh,Al Majmaah,PepsiCo,Beverages,Pepsi,Pepsi 330ml Can,A3-S3,69,90,11/10/2022,Damaged,Yes,Correct,Perfect,30.43
AUD684914,16/03/2021,Najran,Thar,Almarai,Juices,Almarai,Almarai Mango 1.5L,A4-S4,78,134,28/04/2021,OK,Yes,Correct,Minor Issues,71.79
AUD812811,11/07/2024,Hail,Al Makhrouq,Unilever,Personal Care,Dove,Dove Soap 90g,A2-S5,150,111,21/08/2024,OK,Yes,Correct,Minor Issues,-26
AUD747209,26/11/2020,Tabuk,Al Bidaa,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A6-S3,107,112,21/03/2021,Damaged,Yes,Correct,Perfect,4.67
AUD978620,19/03/2025,Riyadh,Huraymila,PepsiCo,Snacks,Cheetos,Cheetos Crunchy,A2-S3,74,60,07/05/2025,OK,Yes,Correct,Perfect,-18.92
AUD350835,07/04/2022,Riyadh,Diriyah,Almarai,Dairy,Almarai,Almarai Milk 1L,A1-S5,119,50,03/12/2022,OK,Yes,Correct,Perfect,-57.98
